card_id,account_id,customer_id,card_type,network,issue_date,expiry_date,card_status
CARD001750,ACC003451,CUS001277,Debit,Visa,2022-07-12,2026-07-12,Active
CARD001751,ACC008230,CUS003655,Debit,RuPay,2026-03-04,2030-03-04,Active
CARD001752,ACC004435,CUS004270,Debit,RuPay,2023-11-28,2027-11-28,Active
CARD001753,ACC006185,CUS005936,Debit,RuPay,2023-05-17,2027-05-17,Active
CARD001754,ACC004414,CUS003366,Debit,Visa,2024-07-24,2028-07-24,Active
CARD001755,ACC011900,CUS009447,Debit,Visa,2024-01-10,2028-01-10,Active
CARD001756,ACC009295,CUS001066,Debit,RuPay,2026-02-16,2030-02-16,Active
CARD001757,ACC008088,CUS004585,Debit,Mastercard,2026-04-05,2030-04-05,Blocked
CARD001758,ACC009580,CUS007372,Credit,Mastercard,2026-05-15,2030-05-15,Active
CARD001759,ACC012017,CUS004183,Credit,Mastercard,2023-01-07,2027-01-07,Active
CARD001760,ACC005153,CUS002930,Credit,Visa,2022-01-20,2026-01-20,Blocked
CARD001761,ACC008793,CUS008899,Debit,Mastercard,2022-11-14,2026-11-14,Active
CARD001762,ACC001098,CUS004714,Debit,Mastercard,2025-10-15,2029-10-15,Active
CARD001763,ACC013581,CUS009107,Debit,Mastercard,2026-04-26,2030-04-26,Active
CARD001764,ACC012224,CUS002915,Credit,Visa,2025-11-18,2029-11-18,Active
CARD001765,ACC013149,CUS006184,Credit,Mastercard,2023-12-05,2027-12-05,Active
CARD001766,ACC010793,CUS001920,Credit,Visa,2022-03-17,2026-03-17,Active
CARD001767,ACC003457,CUS000829,Debit,Visa,2025-07-05,2029-07-05,Expired
CARD001768,ACC010442,CUS008463,Credit,Visa,2024-12-14,2028-12-14,Active
CARD001769,ACC008034,CUS004439,Debit,Visa,2025-02-19,2029-02-19,Active
CARD001770,ACC012772,CUS001578,Debit,Visa,2024-02-23,2028-02-23,Active
CARD001771,ACC006522,CUS008934,Debit,Mastercard,2023-12-30,2027-12-30,Active
CARD001772,ACC005289,CUS001102,Debit,Visa,2022-01-01,2026-01-01,Active
CARD001773,ACC010789,CUS009225,Debit,Visa,2026-03-10,2030-03-10,Active
CARD001774,ACC002000,CUS000292,Debit,Mastercard,2023-03-04,2027-03-04,Active
CARD001775,ACC009799,CUS000534,Debit,Visa,2022-01-03,2026-01-03,Active
CARD001776,ACC009171,CUS004381,Debit,Visa,2023-09-16,2027-09-16,Active
CARD001777,ACC004274,CUS001397,Credit,Visa,2026-05-11,2030-05-11,Blocked
CARD001778,ACC000923,CUS005696,Debit,Visa,2025-07-10,2029-07-10,Active
CARD001779,ACC014527,CUS005338,Debit,Mastercard,2026-07-06,2030-07-06,Active
CARD001780,ACC010279,CUS009350,Debit,Mastercard,2022-11-20,2026-11-20,Active
CARD001781,ACC001161,CUS004562,Credit,Visa,2025-10-01,2029-10-01,Active
CARD001782,ACC005942,CUS006032,Credit,RuPay,2026-02-17,2030-02-17,Active
CARD001783,ACC010244,CUS007896,Debit,Visa,2026-03-26,2030-03-26,Active
CARD001784,ACC012297,CUS001814,Credit,RuPay,2021-11-11,2025-11-11,Blocked
CARD001785,ACC002378,CUS009720,Debit,Visa,2022-03-07,2026-03-07,Active
CARD001786,ACC007622,CUS006007,Credit,Mastercard,2022-04-17,2026-04-17,Active
CARD001787,ACC005940,CUS006715,Debit,Mastercard,2026-01-11,2030-01-11,Active
CARD001788,ACC004580,CUS006051,Credit,Visa,2025-07-23,2029-07-23,Blocked
CARD001789,ACC002597,CUS006352,Credit,Mastercard,2021-08-27,2025-08-27,Active
CARD001790,ACC001993,CUS009874,Debit,Mastercard,2025-07-15,2029-07-15,Active
CARD001791,ACC005544,CUS007631,Debit,Visa,2022-03-24,2026-03-24,Active
CARD001792,ACC006977,CUS004034,Debit,Mastercard,2022-12-29,2026-12-29,Active
CARD001793,ACC010723,CUS008867,Debit,Mastercard,2021-11-24,2025-11-24,Active
CARD001794,ACC010749,CUS009317,Debit,Mastercard,2024-09-27,2028-09-27,Active
CARD001795,ACC000783,CUS006999,Debit,Visa,2022-03-20,2026-03-20,Active
CARD001796,ACC009187,CUS006968,Debit,Mastercard,2022-02-17,2026-02-17,Active
CARD001797,ACC010842,CUS000613,Debit,Mastercard,2024-06-03,2028-06-03,Active
CARD001798,ACC004915,CUS008481,Debit,RuPay,2026-01-21,2030-01-21,Active
CARD001799,ACC004467,CUS001897,Debit,RuPay,2024-08-22,2028-08-22,Active
CARD001800,ACC002924,CUS009338,Credit,Visa,2026-07-20,2030-07-20,Active
CARD001801,ACC000515,CUS008337,Debit,RuPay,2023-12-27,2027-12-27,Active
CARD001802,ACC004400,CUS003308,Debit,Visa,2022-09-22,2026-09-22,Active
CARD001803,ACC003612,CUS009809,Debit,Mastercard,2021-09-26,2025-09-26,Active
CARD001804,ACC004159,CUS006580,Credit,Mastercard,2022-05-08,2026-05-08,Active
CARD001805,ACC006962,CUS004220,Credit,Visa,2024-03-30,2028-03-30,Active
CARD001806,ACC003151,CUS008309,Debit,Mastercard,2023-01-08,2027-01-08,Active
CARD001807,ACC014707,CUS001692,Debit,Mastercard,2023-10-03,2027-10-03,Active
CARD001808,ACC013829,CUS006540,Debit,RuPay,2023-04-13,2027-04-13,Expired
CARD001809,ACC006778,CUS009218,Credit,RuPay,2022-02-02,2026-02-02,Active
CARD001810,ACC011383,CUS007726,Debit,Visa,2025-09-09,2029-09-09,Active
CARD001811,ACC002628,CUS004786,Debit,Mastercard,2021-08-22,2025-08-22,Active
CARD001812,ACC007277,CUS004841,Credit,RuPay,2024-09-07,2028-09-07,Active
CARD001813,ACC003802,CUS006874,Debit,RuPay,2025-04-04,2029-04-04,Active
CARD001814,ACC012673,CUS001806,Credit,Visa,2023-02-11,2027-02-11,Active
CARD001815,ACC005463,CUS006244,Credit,Mastercard,2023-12-12,2027-12-12,Active
CARD001816,ACC009153,CUS007556,Debit,Mastercard,2022-07-25,2026-07-25,Active
CARD001817,ACC013767,CUS008668,Debit,Visa,2026-01-16,2030-01-16,Blocked
CARD001818,ACC003506,CUS009135,Debit,Mastercard,2025-02-22,2029-02-22,Expired
CARD001819,ACC001331,CUS000919,Debit,Mastercard,2024-05-26,2028-05-26,Active
CARD001820,ACC012823,CUS009186,Debit,Visa,2022-01-12,2026-01-12,Active
CARD001821,ACC001410,CUS001752,Debit,Mastercard,2025-07-17,2029-07-17,Active
CARD001822,ACC005589,CUS009860,Debit,RuPay,2024-04-03,2028-04-03,Active
CARD001823,ACC009776,CUS002355,Credit,Mastercard,2025-12-28,2029-12-28,Active
CARD001824,ACC010850,CUS003324,Debit,Mastercard,2022-01-09,2026-01-09,Active
CARD001825,ACC008241,CUS006410,Debit,Mastercard,2023-03-28,2027-03-28,Active
CARD001826,ACC006507,CUS001883,Debit,RuPay,2022-03-20,2026-03-20,Active
CARD001827,ACC000779,CUS002093,Debit,Mastercard,2024-07-19,2028-07-19,Active
CARD001828,ACC014760,CUS007963,Debit,Mastercard,2024-06-23,2028-06-23,Blocked
CARD001829,ACC001889,CUS004003,Debit,Visa,2022-09-20,2026-09-20,Active
CARD001830,ACC008093,CUS006950,Debit,Mastercard,2026-02-19,2030-02-19,Active
CARD001831,ACC002550,CUS002878,Credit,RuPay,2024-06-15,2028-06-15,Blocked
CARD001832,ACC008090,CUS004169,Debit,RuPay,2026-01-26,2030-01-26,Active
CARD001833,ACC003751,CUS004682,Credit,Mastercard,2024-10-25,2028-10-25,Active
CARD001834,ACC007149,CUS008103,Debit,RuPay,2021-10-17,2025-10-17,Active
CARD001835,ACC010485,CUS006818,Credit,Visa,2022-10-23,2026-10-23,Active
CARD001836,ACC002018,CUS009541,Credit,RuPay,2023-03-08,2027-03-08,Expired
CARD001837,ACC010629,CUS003690,Debit,Visa,2025-04-26,2029-04-26,Active
CARD001838,ACC001640,CUS004394,Credit,Visa,2023-11-07,2027-11-07,Expired
CARD001839,ACC005553,CUS004883,Credit,Visa,2026-03-19,2030-03-19,Active
CARD001840,ACC003071,CUS000159,Credit,RuPay,2024-06-18,2028-06-18,Active
CARD001841,ACC001558,CUS002097,Debit,Mastercard,2024-09-05,2028-09-05,Active
CARD001842,ACC012790,CUS000007,Credit,Mastercard,2025-02-11,2029-02-11,Active
CARD001843,ACC010351,CUS008432,Debit,RuPay,2024-08-12,2028-08-12,Active
CARD001844,ACC002010,CUS001464,Credit,RuPay,2026-06-02,2030-06-02,Active
CARD001845,ACC008515,CUS003658,Debit,Visa,2022-07-31,2026-07-31,Active
CARD001846,ACC000194,CUS007087,Credit,Visa,2023-05-01,2027-05-01,Active
CARD001847,ACC005942,CUS006032,Debit,RuPay,2024-04-29,2028-04-29,Active
CARD001848,ACC000091,CUS009114,Debit,Mastercard,2026-02-18,2030-02-18,Active
CARD001849,ACC009088,CUS004147,Debit,Visa,2024-08-16,2028-08-16,Active
CARD001850,ACC008858,CUS005204,Credit,RuPay,2025-11-26,2029-11-26,Active
CARD001851,ACC001611,CUS002225,Debit,Mastercard,2026-02-21,2030-02-21,Active
CARD001852,ACC005605,CUS004040,Debit,Visa,2025-02-18,2029-02-18,Active
CARD001853,ACC002836,CUS006380,Debit,Visa,2025-12-10,2029-12-10,Active
CARD001854,ACC006642,CUS008446,Credit,Mastercard,2026-03-19,2030-03-19,Active
CARD001855,ACC009935,CUS000860,Debit,Mastercard,2026-03-08,2030-03-08,Active
CARD001856,ACC000229,CUS008661,Debit,Visa,2023-08-06,2027-08-06,Active
CARD001857,ACC013315,CUS004580,Credit,Mastercard,2023-08-28,2027-08-28,Active
CARD001858,ACC008034,CUS004439,Credit,Mastercard,2025-09-08,2029-09-08,Active
CARD001859,ACC003977,CUS003819,Debit,Mastercard,2024-09-26,2028-09-26,Active
CARD001860,ACC000423,CUS007490,Debit,Visa,2022-04-05,2026-04-05,Active
CARD001861,ACC003248,CUS005101,Credit,RuPay,2024-11-07,2028-11-07,Active
CARD001862,ACC004344,CUS001715,Credit,Visa,2023-12-05,2027-12-05,Active
CARD001863,ACC012488,CUS004270,Credit,RuPay,2023-08-02,2027-08-02,Active
CARD001864,ACC008985,CUS006360,Credit,RuPay,2024-08-22,2028-08-22,Active
CARD001865,ACC013594,CUS002633,Debit,RuPay,2023-11-26,2027-11-26,Active
CARD001866,ACC007093,CUS004110,Debit,Visa,2023-11-06,2027-11-06,Active
CARD001867,ACC014060,CUS005844,Debit,RuPay,2023-02-05,2027-02-05,Active
CARD001868,ACC000563,CUS005647,Credit,Visa,2022-03-08,2026-03-08,Active
CARD001869,ACC010792,CUS009534,Debit,Mastercard,2023-12-04,2027-12-04,Active
CARD001870,ACC003551,CUS002262,Debit,RuPay,2025-05-11,2029-05-11,Active
CARD001871,ACC012731,CUS001572,Credit,RuPay,2021-12-23,2025-12-23,Active
CARD001872,ACC008498,CUS000533,Debit,Mastercard,2024-03-06,2028-03-06,Blocked
CARD001873,ACC001650,CUS004258,Debit,Mastercard,2023-12-02,2027-12-02,Blocked
CARD001874,ACC000193,CUS002958,Debit,Visa,2025-09-22,2029-09-22,Active
CARD001875,ACC002778,CUS006061,Credit,Visa,2022-04-08,2026-04-08,Active
CARD001876,ACC002384,CUS002206,Credit,Mastercard,2021-10-25,2025-10-25,Blocked
CARD001877,ACC011508,CUS004956,Credit,Visa,2023-03-01,2027-03-01,Active
CARD001878,ACC014656,CUS005009,Debit,Mastercard,2025-05-10,2029-05-10,Active
CARD001879,ACC014479,CUS008688,Credit,RuPay,2021-12-25,2025-12-25,Active
CARD001880,ACC011652,CUS002270,Credit,Visa,2024-01-15,2028-01-15,Blocked
CARD001881,ACC012063,CUS000123,Debit,Visa,2021-10-12,2025-10-12,Active
CARD001882,ACC001634,CUS008409,Debit,Mastercard,2022-02-24,2026-02-24,Expired
CARD001883,ACC005037,CUS001095,Credit,Mastercard,2022-11-09,2026-11-09,Active
CARD001884,ACC009762,CUS004573,Credit,Visa,2024-08-23,2028-08-23,Active
CARD001885,ACC008892,CUS000591,Debit,Visa,2024-10-22,2028-10-22,Blocked
CARD001886,ACC010505,CUS007259,Credit,Mastercard,2022-04-08,2026-04-08,Active
CARD001887,ACC001174,CUS009654,Debit,Visa,2024-02-09,2028-02-09,Active
CARD001888,ACC004538,CUS003709,Debit,RuPay,2026-08-06,2030-08-06,Active
CARD001889,ACC010253,CUS006243,Credit,Mastercard,2021-10-04,2025-10-04,Active
CARD001890,ACC008986,CUS001624,Debit,Visa,2024-10-13,2028-10-13,Expired
CARD001891,ACC014971,CUS008118,Debit,Mastercard,2022-03-20,2026-03-20,Active
CARD001892,ACC005271,CUS009678,Debit,Mastercard,2022-02-20,2026-02-20,Active
CARD001893,ACC004848,CUS004614,Credit,RuPay,2026-08-04,2030-08-04,Active
CARD001894,ACC008240,CUS005805,Debit,Visa,2022-12-13,2026-12-13,Active
CARD001895,ACC001702,CUS005297,Debit,Mastercard,2024-10-24,2028-10-24,Active
CARD001896,ACC008026,CUS004789,Debit,Mastercard,2025-12-19,2029-12-19,Active
CARD001897,ACC014292,CUS004231,Credit,Visa,2021-08-22,2025-08-22,Active
CARD001898,ACC006298,CUS008030,Debit,Visa,2022-11-09,2026-11-09,Blocked
CARD001899,ACC014346,CUS008005,Credit,Visa,2025-04-05,2029-04-05,Active
CARD001900,ACC004185,CUS009504,Credit,Mastercard,2022-10-05,2026-10-05,Active
CARD001901,ACC012187,CUS001616,Credit,Mastercard,2021-12-08,2025-12-08,Active
CARD001902,ACC007305,CUS003994,Debit,Mastercard,2023-07-19,2027-07-19,Active
CARD001903,ACC013480,CUS001819,Credit,Mastercard,2025-01-21,2029-01-21,Active
CARD001904,ACC011732,CUS000599,Debit,RuPay,2025-01-03,2029-01-03,Active
CARD001905,ACC006831,CUS006108,Debit,Mastercard,2026-06-26,2030-06-26,Active
CARD001906,ACC013981,CUS001961,Debit,Visa,2025-04-12,2029-04-12,Blocked
CARD001907,ACC001873,CUS007259,Credit,RuPay,2023-09-09,2027-09-09,Active
CARD001908,ACC006015,CUS002406,Debit,Visa,2022-03-02,2026-03-02,Active
CARD001909,ACC007640,CUS002476,Debit,RuPay,2026-03-06,2030-03-06,Active
CARD001910,ACC005584,CUS008314,Credit,Mastercard,2026-04-02,2030-04-02,Active
CARD001911,ACC000102,CUS000273,Debit,Visa,2022-10-01,2026-10-01,Active
CARD001912,ACC012184,CUS003987,Credit,Mastercard,2023-05-19,2027-05-19,Active
CARD001913,ACC013151,CUS002203,Debit,RuPay,2021-09-29,2025-09-29,Active
CARD001914,ACC002588,CUS007668,Debit,Visa,2023-06-14,2027-06-14,Active
CARD001915,ACC006483,CUS005523,Debit,RuPay,2023-11-06,2027-11-06,Active
CARD001916,ACC003250,CUS005315,Credit,Visa,2023-06-05,2027-06-05,Active
CARD001917,ACC005281,CUS007170,Debit,RuPay,2025-09-06,2029-09-06,Active
CARD001918,ACC000194,CUS007087,Credit,Mastercard,2023-01-08,2027-01-08,Blocked
CARD001919,ACC002019,CUS004963,Debit,Visa,2022-08-20,2026-08-20,Active
CARD001920,ACC008829,CUS003576,Credit,Mastercard,2023-08-15,2027-08-15,Active
CARD001921,ACC001906,CUS001956,Debit,Mastercard,2023-09-29,2027-09-29,Expired
CARD001922,ACC013302,CUS002643,Debit,RuPay,2025-08-03,2029-08-03,Active
CARD001923,ACC007395,CUS000169,Debit,Mastercard,2022-10-14,2026-10-14,Active
CARD001924,ACC013075,CUS000523,Credit,Mastercard,2024-08-20,2028-08-20,Active
CARD001925,ACC014093,CUS000631,Credit,Mastercard,2022-02-19,2026-02-19,Active
CARD001926,ACC012123,CUS004733,Debit,RuPay,2024-07-14,2028-07-14,Active
CARD001927,ACC011531,CUS002445,Debit,Mastercard,2024-09-19,2028-09-19,Active
CARD001928,ACC001181,CUS008963,Credit,Visa,2024-10-16,2028-10-16,Active
CARD001929,ACC002666,CUS002720,Debit,RuPay,2023-07-15,2027-07-15,Active
CARD001930,ACC001080,CUS004296,Debit,RuPay,2022-02-23,2026-02-23,Active
CARD001931,ACC011013,CUS007685,Debit,Visa,2026-04-25,2030-04-25,Blocked
CARD001932,ACC011122,CUS007174,Credit,RuPay,2022-12-25,2026-12-25,Active
CARD001933,ACC004738,CUS001181,Credit,Visa,2024-05-16,2028-05-16,Active
CARD001934,ACC009507,CUS007534,Credit,RuPay,2026-02-22,2030-02-22,Active
CARD001935,ACC003463,CUS008449,Debit,RuPay,2023-03-11,2027-03-11,Active
CARD001936,ACC008730,CUS001130,Debit,Mastercard,2026-03-16,2030-03-16,Active
CARD001937,ACC000584,CUS009312,Debit,RuPay,2023-06-18,2027-06-18,Active
CARD001938,ACC001849,CUS000286,Debit,Mastercard,2025-05-25,2029-05-25,Expired
CARD001939,ACC008497,CUS001844,Credit,RuPay,2022-01-31,2026-01-31,Active
CARD001940,ACC007905,CUS004055,Debit,Visa,2025-08-18,2029-08-18,Active
CARD001941,ACC011196,CUS005836,Debit,RuPay,2025-05-13,2029-05-13,Active
CARD001942,ACC005643,CUS000499,Debit,Visa,2023-08-27,2027-08-27,Active
CARD001943,ACC002518,CUS007556,Debit,Visa,2024-06-07,2028-06-07,Active
CARD001944,ACC010190,CUS000914,Debit,RuPay,2024-04-15,2028-04-15,Active
CARD001945,ACC006008,CUS009353,Debit,RuPay,2025-07-31,2029-07-31,Active
CARD001946,ACC010741,CUS004745,Debit,RuPay,2026-05-07,2030-05-07,Blocked
CARD001947,ACC003284,CUS006583,Credit,Mastercard,2022-07-07,2026-07-07,Active
CARD001948,ACC000412,CUS009538,Debit,Visa,2022-12-06,2026-12-06,Active
CARD001949,ACC008713,CUS000094,Debit,Visa,2024-03-29,2028-03-29,Active
CARD001950,ACC009250,CUS003854,Credit,Mastercard,2023-05-01,2027-05-01,Active
CARD001951,ACC003325,CUS002569,Debit,Visa,2025-10-09,2029-10-09,Active
CARD001952,ACC009395,CUS001199,Debit,Visa,2021-11-03,2025-11-03,Active
CARD001953,ACC004503,CUS001402,Debit,Mastercard,2022-10-22,2026-10-22,Expired
CARD001954,ACC014032,CUS007559,Debit,Mastercard,2023-01-12,2027-01-12,Active
CARD001955,ACC006007,CUS005933,Debit,RuPay,2024-08-17,2028-08-17,Active
CARD001956,ACC012559,CUS008408,Debit,RuPay,2022-04-22,2026-04-22,Active
CARD001957,ACC004538,CUS003709,Credit,Visa,2025-01-02,2029-01-02,Blocked
CARD001958,ACC005260,CUS005493,Debit,RuPay,2023-12-23,2027-12-23,Expired
CARD001959,ACC001220,CUS005640,Credit,Mastercard,2024-03-18,2028-03-18,Active
CARD001960,ACC013305,CUS002636,Debit,Mastercard,2026-05-13,2030-05-13,Active
CARD001961,ACC003691,CUS002193,Debit,Visa,2021-12-01,2025-12-01,Active
CARD001962,ACC003248,CUS005101,Debit,Mastercard,2022-05-03,2026-05-03,Active
CARD001963,ACC004531,CUS007233,Debit,Visa,2023-04-11,2027-04-11,Active
CARD001964,ACC000388,CUS004112,Debit,Visa,2025-02-06,2029-02-06,Active
CARD001965,ACC012863,CUS008099,Credit,RuPay,2026-07-24,2030-07-24,Active
CARD001966,ACC001820,CUS001598,Debit,RuPay,2024-06-04,2028-06-04,Active
CARD001967,ACC009841,CUS000005,Debit,Visa,2023-07-09,2027-07-09,Blocked
CARD001968,ACC009290,CUS009259,Credit,Mastercard,2023-10-29,2027-10-29,Active
CARD001969,ACC010557,CUS001589,Debit,Visa,2025-06-07,2029-06-07,Active
CARD001970,ACC009775,CUS004367,Debit,Mastercard,2026-03-17,2030-03-17,Active
CARD001971,ACC013032,CUS006872,Debit,RuPay,2023-05-11,2027-05-11,Active
CARD001972,ACC000785,CUS002860,Debit,Visa,2025-04-04,2029-04-04,Active
CARD001973,ACC008107,CUS003335,Debit,Visa,2023-04-16,2027-04-16,Active
CARD001974,ACC001331,CUS000919,Debit,Mastercard,2025-10-03,2029-10-03,Active
CARD001975,ACC000026,CUS007298,Debit,Mastercard,2022-07-27,2026-07-27,Active
CARD001976,ACC008768,CUS005604,Credit,Visa,2022-10-25,2026-10-25,Active
CARD001977,ACC001626,CUS000434,Credit,Visa,2026-05-01,2030-05-01,Active
CARD001978,ACC004968,CUS003500,Debit,Visa,2025-04-25,2029-04-25,Active
CARD001979,ACC007943,CUS005798,Credit,Mastercard,2022-07-12,2026-07-12,Active
CARD001980,ACC009438,CUS005050,Debit,Visa,2023-07-30,2027-07-30,Active
CARD001981,ACC013575,CUS009866,Debit,RuPay,2022-11-22,2026-11-22,Active
CARD001982,ACC001912,CUS008900,Debit,Mastercard,2025-12-06,2029-12-06,Active
CARD001983,ACC004952,CUS004488,Debit,Visa,2026-05-29,2030-05-29,Expired
CARD001984,ACC013315,CUS004580,Debit,Visa,2024-11-16,2028-11-16,Active
CARD001985,ACC007628,CUS006504,Credit,Mastercard,2021-08-09,2025-08-09,Active
CARD001986,ACC004700,CUS009807,Debit,Visa,2022-09-25,2026-09-25,Active
CARD001987,ACC004257,CUS003696,Debit,Visa,2024-06-20,2028-06-20,Active
CARD001988,ACC008495,CUS000555,Debit,Mastercard,2024-03-23,2028-03-23,Active
CARD001989,ACC000140,CUS008539,Debit,Mastercard,2022-04-06,2026-04-06,Active
CARD001990,ACC010390,CUS001060,Credit,Visa,2022-11-01,2026-11-01,Active
CARD001991,ACC005261,CUS002685,Credit,Mastercard,2022-10-10,2026-10-10,Active
CARD001992,ACC008933,CUS002241,Debit,Visa,2022-01-01,2026-01-01,Active
CARD001993,ACC002950,CUS004242,Debit,Mastercard,2026-06-18,2030-06-18,Active
CARD001994,ACC000307,CUS006516,Credit,Visa,2022-07-17,2026-07-17,Expired
CARD001995,ACC010796,CUS004709,Debit,Mastercard,2023-08-28,2027-08-28,Active
CARD001996,ACC014978,CUS007984,Debit,RuPay,2024-03-13,2028-03-13,Active
CARD001997,ACC002019,CUS004963,Debit,RuPay,2024-03-08,2028-03-08,Active
CARD001998,ACC012449,CUS008460,Credit,Mastercard,2025-08-03,2029-08-03,Active
CARD001999,ACC006330,CUS006848,Debit,Mastercard,2026-03-11,2030-03-11,Active
CARD002000,ACC003204,CUS007333,Debit,Visa,2023-05-23,2027-05-23,Active
CARD002001,ACC014767,CUS000846,Debit,Mastercard,2024-09-06,2028-09-06,Active
CARD002002,ACC008157,CUS009211,Credit,RuPay,2023-06-18,2027-06-18,Active
CARD002003,ACC004069,CUS006321,Debit,Mastercard,2021-12-23,2025-12-23,Active
CARD002004,ACC008190,CUS005814,Debit,RuPay,2023-06-19,2027-06-19,Active
CARD002005,ACC005345,CUS004612,Credit,RuPay,2024-03-25,2028-03-25,Blocked
CARD002006,ACC014831,CUS002682,Debit,RuPay,2023-06-18,2027-06-18,Active
CARD002007,ACC005176,CUS003300,Credit,Visa,2021-09-15,2025-09-15,Expired
CARD002008,ACC004931,CUS007204,Credit,Mastercard,2024-07-01,2028-07-01,Active
CARD002009,ACC001974,CUS006261,Debit,Mastercard,2023-01-14,2027-01-14,Active
CARD002010,ACC007260,CUS004369,Debit,Mastercard,2025-08-07,2029-08-07,Active
CARD002011,ACC006730,CUS000174,Debit,Visa,2026-02-13,2030-02-13,Active
CARD002012,ACC010036,CUS008171,Debit,Mastercard,2023-12-09,2027-12-09,Active
CARD002013,ACC004212,CUS006976,Debit,Visa,2022-04-12,2026-04-12,Active
CARD002014,ACC000017,CUS009155,Debit,Visa,2023-09-20,2027-09-20,Active
CARD002015,ACC014037,CUS006913,Debit,Mastercard,2023-11-28,2027-11-28,Active
CARD002016,ACC007360,CUS000146,Debit,Visa,2024-12-28,2028-12-28,Active
CARD002017,ACC013752,CUS006875,Credit,RuPay,2022-09-04,2026-09-04,Active
CARD002018,ACC014840,CUS009298,Credit,Mastercard,2023-01-30,2027-01-30,Blocked
CARD002019,ACC014611,CUS003421,Debit,Mastercard,2025-03-22,2029-03-22,Active
CARD002020,ACC004307,CUS003544,Debit,Mastercard,2024-04-24,2028-04-24,Active
CARD002021,ACC009949,CUS001266,Debit,Visa,2021-10-08,2025-10-08,Blocked
CARD002022,ACC002906,CUS009776,Credit,Visa,2022-06-21,2026-06-21,Blocked
CARD002023,ACC003884,CUS000246,Credit,Mastercard,2022-11-20,2026-11-20,Active
CARD002024,ACC010241,CUS009607,Debit,RuPay,2024-10-08,2028-10-08,Active
CARD002025,ACC014922,CUS000847,Debit,Visa,2024-07-07,2028-07-07,Active
CARD002026,ACC000313,CUS009885,Debit,Visa,2024-12-25,2028-12-25,Active
CARD002027,ACC002839,CUS006840,Debit,Visa,2025-05-26,2029-05-26,Active
CARD002028,ACC008783,CUS007551,Credit,RuPay,2022-02-13,2026-02-13,Blocked
CARD002029,ACC010152,CUS005202,Debit,RuPay,2022-09-17,2026-09-17,Active
CARD002030,ACC010612,CUS000245,Credit,RuPay,2023-11-21,2027-11-21,Active
CARD002031,ACC009838,CUS000453,Credit,RuPay,2026-06-24,2030-06-24,Blocked
CARD002032,ACC000422,CUS008912,Credit,Mastercard,2025-12-30,2029-12-30,Active
CARD002033,ACC007316,CUS003637,Debit,Mastercard,2024-04-11,2028-04-11,Active
CARD002034,ACC003443,CUS003132,Credit,Visa,2023-03-31,2027-03-31,Active
CARD002035,ACC008627,CUS005369,Credit,Mastercard,2025-06-21,2029-06-21,Active
CARD002036,ACC009367,CUS001340,Credit,Visa,2025-05-30,2029-05-30,Expired
CARD002037,ACC012639,CUS000143,Debit,RuPay,2022-08-20,2026-08-20,Active
CARD002038,ACC006641,CUS001467,Credit,RuPay,2022-06-05,2026-06-05,Active
CARD002039,ACC008785,CUS001986,Debit,Mastercard,2023-10-24,2027-10-24,Active
CARD002040,ACC009947,CUS009151,Debit,Mastercard,2024-01-09,2028-01-09,Active
CARD002041,ACC006246,CUS007759,Debit,Mastercard,2023-08-01,2027-08-01,Active
CARD002042,ACC000814,CUS005962,Debit,Visa,2024-12-19,2028-12-19,Active
CARD002043,ACC010501,CUS002750,Credit,Mastercard,2026-03-10,2030-03-10,Active
CARD002044,ACC013732,CUS008475,Debit,RuPay,2025-06-04,2029-06-04,Active
CARD002045,ACC006700,CUS001127,Debit,Visa,2022-11-23,2026-11-23,Active
CARD002046,ACC007908,CUS008401,Debit,RuPay,2021-09-04,2025-09-04,Active
CARD002047,ACC004403,CUS000394,Debit,Mastercard,2022-01-02,2026-01-02,Active
CARD002048,ACC007255,CUS001139,Debit,Visa,2025-09-13,2029-09-13,Active
CARD002049,ACC013172,CUS000936,Debit,Mastercard,2024-07-10,2028-07-10,Active
CARD002050,ACC004512,CUS006829,Debit,Visa,2023-09-14,2027-09-14,Active
CARD002051,ACC006143,CUS000187,Debit,RuPay,2024-07-15,2028-07-15,Active
CARD002052,ACC000114,CUS003152,Credit,Visa,2023-10-15,2027-10-15,Active
CARD002053,ACC008854,CUS009372,Debit,Visa,2023-11-09,2027-11-09,Active
CARD002054,ACC001627,CUS001957,Debit,RuPay,2025-02-04,2029-02-04,Active
CARD002055,ACC005683,CUS008720,Credit,Visa,2022-01-02,2026-01-02,Active
CARD002056,ACC010958,CUS001820,Debit,Mastercard,2025-11-16,2029-11-16,Active
CARD002057,ACC007076,CUS005532,Debit,RuPay,2025-06-16,2029-06-16,Expired
CARD002058,ACC001227,CUS003875,Credit,Mastercard,2026-07-01,2030-07-01,Active
CARD002059,ACC009165,CUS008208,Debit,Visa,2022-07-21,2026-07-21,Active
CARD002060,ACC010481,CUS000033,Debit,Visa,2025-01-11,2029-01-11,Blocked
CARD002061,ACC012263,CUS006740,Debit,Mastercard,2023-08-15,2027-08-15,Active
CARD002062,ACC010314,CUS009892,Debit,Visa,2023-05-06,2027-05-06,Active
CARD002063,ACC009061,CUS005894,Debit,Mastercard,2021-11-21,2025-11-21,Blocked
CARD002064,ACC002442,CUS009242,Debit,Mastercard,2026-07-02,2030-07-02,Active
