device_id,device_type,operating_system,browser,device_status
DEV001549,Tablet,iOS,Safari,Active
DEV001550,Mobile,Android,Firefox,Inactive
DEV001551,Mobile,Android,Chrome,Active
DEV001552,Mobile,Android,Safari,Active
DEV001553,Tablet,Android,Safari,Active
DEV001554,Mobile,iOS,Firefox,Active
DEV001555,Mobile,Windows,Chrome,Active
DEV001556,Laptop,Android,Edge,Active
DEV001557,Laptop,iOS,Safari,Active
DEV001558,Mobile,Windows,Edge,Active
DEV001559,Mobile,Android,Edge,Active
DEV001560,Mobile,Windows,Chrome,Active
DEV001561,Mobile,Android,Edge,Active
DEV001562,Mobile,Android,Chrome,Inactive
DEV001563,Mobile,Windows,Edge,Active
DEV001564,Mobile,iOS,Safari,Active
DEV001565,Mobile,Windows,Chrome,Active
DEV001566,Mobile,macOS,Chrome,Active
DEV001567,Mobile,macOS,Firefox,Active
DEV001568,Mobile,Android,Safari,Active
DEV001569,Mobile,Android,Edge,Active
DEV001570,Mobile,Android,Edge,Active
DEV001571,Mobile,iOS,Chrome,Active
DEV001572,Mobile,Android,Chrome,Active
DEV001573,Laptop,Android,Safari,Active
DEV001574,Mobile,Android,Chrome,Active
DEV001575,Mobile,Windows,Firefox,Active
DEV001576,Tablet,Android,Chrome,Active
DEV001577,Mobile,Android,Firefox,Active
DEV001578,Laptop,Windows,Safari,Active
DEV001579,Mobile,Android,Edge,Active
DEV001580,Laptop,Android,Edge,Active
DEV001581,Mobile,Android,Firefox,Active
DEV001582,Mobile,Android,Chrome,Active
DEV001583,Mobile,Android,Safari,Active
DEV001584,Mobile,Android,Edge,Active
DEV001585,Tablet,Android,Chrome,Active
DEV001586,Mobile,Android,Safari,Active
DEV001587,Mobile,Android,Chrome,Active
DEV001588,Mobile,Android,Chrome,Active
DEV001589,Mobile,Android,Chrome,Active
DEV001590,Mobile,Android,Firefox,Active
DEV001591,Laptop,macOS,Safari,Active
DEV001592,Laptop,iOS,Chrome,Active
DEV001593,Mobile,macOS,Chrome,Active
DEV001594,Laptop,iOS,Chrome,Active
DEV001595,Mobile,Android,Chrome,Active
DEV001596,Mobile,Android,Chrome,Active
DEV001597,Mobile,Android,Safari,Active
DEV001598,Mobile,Android,Chrome,Active
DEV001599,Mobile,Windows,Firefox,Inactive
DEV001600,Mobile,Android,Chrome,Active
DEV001601,Laptop,Windows,Chrome,Active
DEV001602,Mobile,Windows,Edge,Active
DEV001603,Mobile,Android,Chrome,Inactive
DEV001604,Mobile,Android,Edge,Active
DEV001605,Mobile,Android,Chrome,Active
DEV001606,Mobile,iOS,Edge,Active
DEV001607,Mobile,iOS,Firefox,Active
DEV001608,Mobile,macOS,Chrome,Active
DEV001609,Laptop,iOS,Safari,Active
DEV001610,Mobile,iOS,Chrome,Active
DEV001611,Mobile,iOS,Firefox,Active
DEV001612,Laptop,macOS,Chrome,Active
DEV001613,Mobile,iOS,Safari,Active
DEV001614,Tablet,Android,Safari,Active
DEV001615,Mobile,Android,Safari,Active
DEV001616,Mobile,Windows,Edge,Active
DEV001617,Mobile,Android,Chrome,Active
DEV001618,Mobile,iOS,Chrome,Inactive
DEV001619,Mobile,Android,Chrome,Active
DEV001620,Tablet,macOS,Chrome,Active
DEV001621,Tablet,iOS,Chrome,Active
DEV001622,Mobile,iOS,Chrome,Active
DEV001623,Mobile,Android,Chrome,Active
DEV001624,Mobile,Windows,Safari,Active
DEV001625,Mobile,iOS,Chrome,Active
DEV001626,Laptop,Android,Safari,Active
DEV001627,Tablet,Android,Chrome,Active
DEV001628,Mobile,Android,Edge,Active
DEV001629,Mobile,Android,Safari,Active
DEV001630,Mobile,Android,Safari,Active
DEV001631,Mobile,Windows,Safari,Active
DEV001632,Mobile,iOS,Chrome,Active
DEV001633,Mobile,Android,Safari,Active
DEV001634,Mobile,iOS,Chrome,Inactive
DEV001635,Mobile,Android,Chrome,Active
DEV001636,Laptop,Android,Safari,Active
DEV001637,Mobile,Android,Chrome,Active
DEV001638,Laptop,Android,Chrome,Active
DEV001639,Laptop,Android,Chrome,Active
DEV001640,Mobile,Android,Chrome,Active
DEV001641,Mobile,Android,Edge,Active
DEV001642,Mobile,iOS,Chrome,Active
DEV001643,Mobile,Android,Chrome,Active
DEV001644,Mobile,macOS,Chrome,Inactive
DEV001645,Mobile,Android,Chrome,Inactive
DEV001646,Mobile,Android,Firefox,Active
DEV001647,Mobile,Android,Safari,Active
DEV001648,Mobile,Android,Safari,Active
DEV001649,Mobile,Windows,Firefox,Active
DEV001650,Mobile,Android,Chrome,Active
DEV001651,Laptop,iOS,Chrome,Active
DEV001652,Mobile,Android,Chrome,Active
DEV001653,Mobile,Android,Chrome,Active
DEV001654,Mobile,Windows,Safari,Active
DEV001655,Mobile,Windows,Edge,Active
DEV001656,Mobile,iOS,Chrome,Active
DEV001657,Laptop,Android,Edge,Active
DEV001658,Mobile,iOS,Edge,Active
DEV001659,Mobile,macOS,Firefox,Active
DEV001660,Tablet,Windows,Chrome,Active
DEV001661,Mobile,Android,Chrome,Active
DEV001662,Mobile,iOS,Chrome,Active
DEV001663,Mobile,Windows,Edge,Active
DEV001664,Tablet,iOS,Chrome,Inactive
DEV001665,Laptop,Android,Chrome,Active
DEV001666,Mobile,Android,Safari,Active
DEV001667,Mobile,Windows,Safari,Active
DEV001668,Mobile,Android,Safari,Active
DEV001669,Tablet,macOS,Firefox,Active
DEV001670,Tablet,Windows,Safari,Active
DEV001671,Mobile,iOS,Chrome,Active
DEV001672,Mobile,Windows,Chrome,Active
DEV001673,Mobile,Android,Chrome,Active
DEV001674,Laptop,Windows,Chrome,Inactive
DEV001675,Laptop,Android,Firefox,Active
DEV001676,Mobile,Windows,Chrome,Active
DEV001677,Laptop,Windows,Chrome,Active
DEV001678,Mobile,Android,Chrome,Active
DEV001679,Mobile,Windows,Firefox,Active
DEV001680,Tablet,macOS,Edge,Active
DEV001681,Mobile,Android,Safari,Active
DEV001682,Laptop,Android,Chrome,Active
DEV001683,Mobile,iOS,Chrome,Active
DEV001684,Laptop,Android,Chrome,Active
DEV001685,Laptop,macOS,Chrome,Active
DEV001686,Tablet,Windows,Chrome,Active
DEV001687,Laptop,Android,Edge,Active
DEV001688,Mobile,Android,Chrome,Active
DEV001689,Mobile,Android,Chrome,Active
DEV001690,Mobile,iOS,Edge,Active
DEV001691,Mobile,iOS,Chrome,Active
DEV001692,Mobile,iOS,Chrome,Active
DEV001693,Mobile,Android,Safari,Active
DEV001694,Tablet,Android,Firefox,Active
DEV001695,Mobile,iOS,Chrome,Inactive
DEV001696,Laptop,Android,Edge,Active
DEV001697,Mobile,Android,Edge,Active
DEV001698,Mobile,Android,Chrome,Active
DEV001699,Mobile,iOS,Edge,Active
DEV001700,Laptop,Android,Chrome,Active
DEV001701,Laptop,Android,Chrome,Active
DEV001702,Mobile,Android,Safari,Active
DEV001703,Mobile,Android,Edge,Active
DEV001704,Mobile,iOS,Chrome,Active
DEV001705,Mobile,Android,Chrome,Active
DEV001706,Mobile,Android,Chrome,Active
DEV001707,Mobile,Windows,Firefox,Active
DEV001708,Mobile,Android,Chrome,Active
DEV001709,Laptop,Android,Safari,Inactive
DEV001710,Mobile,Android,Edge,Active
DEV001711,Mobile,Android,Chrome,Active
DEV001712,Mobile,Windows,Chrome,Active
DEV001713,Mobile,Android,Chrome,Active
DEV001714,Mobile,Android,Edge,Active
DEV001715,Mobile,macOS,Chrome,Inactive
DEV001716,Mobile,Android,Chrome,Active
DEV001717,Laptop,Android,Chrome,Active
DEV001718,Mobile,Android,Safari,Active
DEV001719,Mobile,iOS,Chrome,Active
DEV001720,Mobile,Android,Chrome,Inactive
DEV001721,Laptop,macOS,Chrome,Active
DEV001722,Mobile,Windows,Chrome,Active
DEV001723,Mobile,iOS,Chrome,Active
DEV001724,Laptop,iOS,Edge,Active
DEV001725,Mobile,Windows,Safari,Active
DEV001726,Laptop,Windows,Firefox,Active
DEV001727,Mobile,iOS,Safari,Active
DEV001728,Mobile,Windows,Edge,Active
DEV001729,Mobile,Android,Chrome,Active
DEV001730,Tablet,iOS,Chrome,Inactive
DEV001731,Mobile,Android,Edge,Active
DEV001732,Mobile,Android,Chrome,Active
DEV001733,Mobile,iOS,Edge,Active
DEV001734,Laptop,Android,Safari,Active
DEV001735,Mobile,iOS,Chrome,Active
DEV001736,Mobile,Android,Firefox,Active
DEV001737,Tablet,macOS,Chrome,Active
DEV001738,Mobile,Windows,Chrome,Active
DEV001739,Mobile,iOS,Firefox,Active
DEV001740,Mobile,Android,Safari,Active
DEV001741,Mobile,iOS,Chrome,Active
DEV001742,Laptop,iOS,Chrome,Active
DEV001743,Mobile,iOS,Safari,Active
DEV001744,Mobile,Windows,Chrome,Active
DEV001745,Mobile,Windows,Chrome,Active
DEV001746,Mobile,iOS,Firefox,Active
DEV001747,Mobile,Windows,Chrome,Active
DEV001748,Mobile,Android,Safari,Inactive
DEV001749,Mobile,Android,Chrome,Active
DEV001750,Mobile,Android,Chrome,Active
DEV001751,Mobile,macOS,Safari,Inactive
DEV001752,Mobile,iOS,Chrome,Active
DEV001753,Mobile,iOS,Chrome,Active
DEV001754,Mobile,iOS,Edge,Inactive
DEV001755,Mobile,Android,Safari,Active
DEV001756,Tablet,Android,Firefox,Active
DEV001757,Mobile,macOS,Chrome,Active
DEV001758,Mobile,Android,Chrome,Active
DEV001759,Mobile,iOS,Firefox,Inactive
DEV001760,Mobile,Windows,Chrome,Active
DEV001761,Mobile,Android,Chrome,Active
DEV001762,Mobile,iOS,Edge,Active
DEV001763,Mobile,macOS,Chrome,Active
DEV001764,Mobile,Android,Safari,Active
DEV001765,Mobile,Windows,Safari,Active
DEV001766,Laptop,macOS,Chrome,Active
DEV001767,Tablet,Android,Edge,Active
DEV001768,Laptop,Android,Chrome,Active
DEV001769,Mobile,Android,Chrome,Active
DEV001770,Mobile,Android,Chrome,Active
DEV001771,Mobile,iOS,Chrome,Active
DEV001772,Mobile,Android,Safari,Active
DEV001773,Mobile,iOS,Safari,Active
DEV001774,Mobile,Windows,Chrome,Inactive
DEV001775,Laptop,Android,Chrome,Inactive
DEV001776,Mobile,Android,Chrome,Active
DEV001777,Mobile,Windows,Firefox,Active
DEV001778,Tablet,Android,Chrome,Active
DEV001779,Mobile,Android,Safari,Active
DEV001780,Mobile,Android,Safari,Active
DEV001781,Mobile,Android,Safari,Active
DEV001782,Mobile,Android,Edge,Active
DEV001783,Mobile,macOS,Chrome,Active
DEV001784,Mobile,Windows,Edge,Active
DEV001785,Mobile,Windows,Chrome,Inactive
DEV001786,Mobile,Android,Edge,Active
DEV001787,Mobile,Android,Edge,Active
DEV001788,Mobile,Android,Firefox,Active
DEV001789,Mobile,iOS,Firefox,Active
DEV001790,Mobile,Android,Chrome,Active
DEV001791,Laptop,Android,Chrome,Active
DEV001792,Mobile,macOS,Edge,Active
DEV001793,Laptop,macOS,Firefox,Active
DEV001794,Laptop,Windows,Chrome,Active
DEV001795,Mobile,Android,Chrome,Active
DEV001796,Laptop,Windows,Chrome,Active
DEV001797,Mobile,Android,Chrome,Active
DEV001798,Mobile,iOS,Edge,Active
DEV001799,Mobile,macOS,Chrome,Active
DEV001800,Mobile,Android,Chrome,Active
DEV001801,Mobile,iOS,Edge,Active
DEV001802,Mobile,Windows,Safari,Active
DEV001803,Mobile,Android,Chrome,Inactive
DEV001804,Mobile,Android,Chrome,Active
DEV001805,Tablet,iOS,Chrome,Active
DEV001806,Mobile,Android,Chrome,Active
DEV001807,Laptop,Android,Edge,Active
DEV001808,Mobile,macOS,Safari,Active
DEV001809,Mobile,Windows,Chrome,Active
DEV001810,Mobile,iOS,Chrome,Active
DEV001811,Tablet,Android,Safari,Active
DEV001812,Mobile,Android,Chrome,Active
DEV001813,Laptop,macOS,Edge,Active
DEV001814,Mobile,Android,Chrome,Active
DEV001815,Mobile,Android,Firefox,Active
DEV001816,Mobile,Android,Chrome,Active
DEV001817,Mobile,iOS,Safari,Active
DEV001818,Mobile,Android,Chrome,Active
DEV001819,Laptop,iOS,Chrome,Active
DEV001820,Mobile,Android,Chrome,Active
DEV001821,Mobile,iOS,Firefox,Active
DEV001822,Mobile,macOS,Firefox,Active
DEV001823,Mobile,iOS,Firefox,Active
DEV001824,Mobile,macOS,Chrome,Active
DEV001825,Mobile,macOS,Chrome,Inactive
DEV001826,Mobile,Android,Chrome,Active
DEV001827,Mobile,Windows,Chrome,Active
DEV001828,Mobile,iOS,Chrome,Active
DEV001829,Mobile,macOS,Chrome,Active
DEV001830,Mobile,Windows,Chrome,Active
DEV001831,Mobile,iOS,Firefox,Active
DEV001832,Mobile,iOS,Chrome,Active
DEV001833,Mobile,Windows,Safari,Inactive
DEV001834,Mobile,Android,Chrome,Active
DEV001835,Mobile,Android,Chrome,Active
DEV001836,Mobile,Windows,Safari,Active
DEV001837,Mobile,macOS,Safari,Inactive
DEV001838,Mobile,Android,Chrome,Active
DEV001839,Mobile,iOS,Edge,Active
DEV001840,Laptop,Android,Chrome,Active
DEV001841,Mobile,iOS,Edge,Active
DEV001842,Mobile,Android,Chrome,Active
DEV001843,Tablet,iOS,Chrome,Active
DEV001844,Tablet,Android,Safari,Inactive
DEV001845,Laptop,Android,Safari,Active
DEV001846,Mobile,Android,Edge,Active
DEV001847,Mobile,iOS,Firefox,Active
DEV001848,Mobile,Windows,Chrome,Active
DEV001849,Mobile,macOS,Chrome,Active
DEV001850,Mobile,Android,Chrome,Active
DEV001851,Mobile,iOS,Chrome,Active
DEV001852,Mobile,Android,Chrome,Active
DEV001853,Mobile,Android,Chrome,Active
DEV001854,Tablet,Android,Edge,Inactive
DEV001855,Mobile,Android,Edge,Inactive
DEV001856,Mobile,Android,Chrome,Active
DEV001857,Mobile,Windows,Chrome,Active
DEV001858,Laptop,iOS,Chrome,Active
DEV001859,Mobile,Windows,Chrome,Active
DEV001860,Tablet,Android,Chrome,Active
DEV001861,Mobile,Android,Chrome,Active
DEV001862,Tablet,Android,Chrome,Active
DEV001863,Mobile,Android,Chrome,Active
DEV001864,Tablet,Android,Chrome,Active
DEV001865,Mobile,Android,Chrome,Active
DEV001866,Mobile,iOS,Safari,Active
DEV001867,Mobile,iOS,Chrome,Active
DEV001868,Tablet,iOS,Chrome,Active
DEV001869,Tablet,Android,Chrome,Active
DEV001870,Mobile,iOS,Chrome,Active
DEV001871,Laptop,Windows,Safari,Active
DEV001872,Mobile,iOS,Firefox,Active
DEV001873,Mobile,Android,Safari,Active
DEV001874,Tablet,macOS,Chrome,Active
DEV001875,Mobile,Android,Chrome,Active
DEV001876,Mobile,Android,Edge,Active
DEV001877,Mobile,Android,Chrome,Inactive
DEV001878,Mobile,iOS,Edge,Active
DEV001879,Mobile,macOS,Chrome,Active
DEV001880,Mobile,Windows,Edge,Active
DEV001881,Mobile,Android,Chrome,Active
DEV001882,Mobile,iOS,Chrome,Active
DEV001883,Mobile,macOS,Chrome,Active
DEV001884,Laptop,Windows,Edge,Active
DEV001885,Mobile,Android,Edge,Active
DEV001886,Mobile,iOS,Safari,Active
DEV001887,Laptop,Windows,Chrome,Active
DEV001888,Mobile,Windows,Chrome,Active
DEV001889,Mobile,Android,Chrome,Active
DEV001890,Laptop,iOS,Edge,Active
DEV001891,Mobile,iOS,Chrome,Inactive
DEV001892,Laptop,iOS,Safari,Active
DEV001893,Mobile,Android,Safari,Active
DEV001894,Mobile,Android,Chrome,Active
DEV001895,Mobile,Android,Safari,Active
DEV001896,Mobile,Windows,Chrome,Active
DEV001897,Mobile,Android,Edge,Active
DEV001898,Mobile,Android,Firefox,Active
DEV001899,Laptop,Android,Chrome,Active
DEV001900,Mobile,Android,Edge,Active
DEV001901,Tablet,iOS,Safari,Active
DEV001902,Mobile,Android,Firefox,Active
DEV001903,Mobile,Android,Edge,Inactive
DEV001904,Mobile,Android,Edge,Inactive
DEV001905,Laptop,Android,Edge,Active
DEV001906,Mobile,iOS,Chrome,Active
DEV001907,Mobile,Android,Chrome,Active
DEV001908,Mobile,Android,Safari,Active
DEV001909,Tablet,Android,Edge,Inactive
DEV001910,Mobile,Android,Safari,Active
DEV001911,Mobile,Windows,Safari,Active
DEV001912,Mobile,iOS,Chrome,Active
DEV001913,Mobile,Android,Chrome,Active
DEV001914,Mobile,Windows,Chrome,Active
DEV001915,Mobile,Android,Chrome,Active
DEV001916,Mobile,Android,Chrome,Active
DEV001917,Tablet,Android,Chrome,Active
DEV001918,Mobile,iOS,Edge,Active
DEV001919,Mobile,Windows,Safari,Active
DEV001920,Mobile,Windows,Chrome,Active
DEV001921,Mobile,macOS,Chrome,Active
DEV001922,Laptop,macOS,Edge,Active
DEV001923,Mobile,Android,Safari,Active
DEV001924,Laptop,Android,Edge,Active
DEV001925,Laptop,iOS,Firefox,Active
DEV001926,Mobile,Android,Firefox,Active
DEV001927,Mobile,Android,Safari,Inactive
DEV001928,Laptop,iOS,Firefox,Active
DEV001929,Mobile,Windows,Chrome,Inactive
DEV001930,Laptop,iOS,Chrome,Active
DEV001931,Mobile,macOS,Chrome,Active
DEV001932,Mobile,iOS,Firefox,Active
DEV001933,Mobile,Android,Safari,Active
DEV001934,Mobile,Android,Edge,Active
DEV001935,Mobile,iOS,Safari,Active
DEV001936,Tablet,Windows,Safari,Active
DEV001937,Mobile,iOS,Safari,Active
DEV001938,Mobile,Android,Chrome,Active
DEV001939,Mobile,iOS,Chrome,Active
DEV001940,Laptop,macOS,Chrome,Inactive
DEV001941,Mobile,macOS,Chrome,Active
DEV001942,Mobile,Android,Chrome,Active
DEV001943,Mobile,Android,Chrome,Active
DEV001944,Mobile,iOS,Firefox,Active
DEV001945,Laptop,Android,Safari,Active
DEV001946,Mobile,Android,Firefox,Active
DEV001947,Laptop,Android,Chrome,Active
DEV001948,Mobile,Android,Safari,Active
DEV001949,Mobile,Android,Chrome,Active
DEV001950,Mobile,Android,Safari,Active
DEV001951,Mobile,Windows,Firefox,Active
DEV001952,Mobile,iOS,Chrome,Active
DEV001953,Mobile,Windows,Chrome,Active
DEV001954,Mobile,Windows,Safari,Inactive
DEV001955,Mobile,macOS,Edge,Active
DEV001956,Mobile,iOS,Safari,Active
DEV001957,Laptop,iOS,Edge,Active
DEV001958,Mobile,Windows,Chrome,Active
DEV001959,Mobile,Android,Chrome,Active
DEV001960,Laptop,iOS,Chrome,Active
DEV001961,Mobile,Android,Firefox,Active
DEV001962,Laptop,Android,Chrome,Inactive
DEV001963,Laptop,Android,Safari,Active
DEV001964,Mobile,Android,Edge,Active
DEV001965,Mobile,Windows,Chrome,Active
DEV001966,Laptop,iOS,Chrome,Active
DEV001967,Mobile,Android,Safari,Active
DEV001968,Mobile,Android,Safari,Active
DEV001969,Mobile,iOS,Chrome,Active
DEV001970,Mobile,Android,Chrome,Active
DEV001971,Mobile,Android,Edge,Active
DEV001972,Mobile,Android,Chrome,Active
DEV001973,Laptop,macOS,Chrome,Active
DEV001974,Mobile,Android,Safari,Active
DEV001975,Mobile,iOS,Edge,Active
DEV001976,Mobile,macOS,Firefox,Active
DEV001977,Laptop,Windows,Chrome,Inactive
DEV001978,Mobile,Android,Safari,Active
DEV001979,Mobile,iOS,Chrome,Inactive
DEV001980,Mobile,Windows,Safari,Active
DEV001981,Mobile,iOS,Chrome,Active
DEV001982,Mobile,macOS,Chrome,Active
DEV001983,Mobile,iOS,Firefox,Active
DEV001984,Mobile,Windows,Safari,Active
DEV001985,Laptop,Android,Safari,Active
DEV001986,Tablet,Android,Chrome,Active
DEV001987,Mobile,Android,Chrome,Active
DEV001988,Mobile,iOS,Edge,Active
DEV001989,Tablet,Android,Chrome,Active
DEV001990,Mobile,Windows,Edge,Active
DEV001991,Mobile,Android,Chrome,Active
DEV001992,Laptop,Android,Chrome,Active
DEV001993,Mobile,iOS,Edge,Active
DEV001994,Tablet,macOS,Firefox,Active
DEV001995,Mobile,Android,Chrome,Active
DEV001996,Mobile,Android,Chrome,Active
DEV001997,Mobile,iOS,Firefox,Active
DEV001998,Mobile,Android,Chrome,Active
DEV001999,Mobile,iOS,Chrome,Active
DEV002000,Mobile,iOS,Edge,Inactive
DEV002001,Tablet,Android,Firefox,Active
DEV002002,Laptop,Android,Chrome,Active
DEV002003,Tablet,iOS,Chrome,Active
DEV002004,Tablet,Android,Chrome,Inactive
DEV002005,Tablet,Android,Chrome,Active
DEV002006,Mobile,macOS,Safari,Active
DEV002007,Mobile,Android,Chrome,Active
DEV002008,Mobile,Windows,Safari,Active
DEV002009,Mobile,Android,Chrome,Active
DEV002010,Tablet,Windows,Chrome,Active
DEV002011,Mobile,Android,Chrome,Active
DEV002012,Mobile,iOS,Chrome,Active
DEV002013,Mobile,Android,Chrome,Active
DEV002014,Mobile,iOS,Chrome,Active
DEV002015,Mobile,Android,Chrome,Active
DEV002016,Mobile,Android,Chrome,Active
DEV002017,Mobile,Android,Safari,Active
DEV002018,Laptop,iOS,Chrome,Active
DEV002019,Mobile,Windows,Chrome,Active
DEV002020,Mobile,iOS,Safari,Active
DEV002021,Mobile,Android,Edge,Active
DEV002022,Mobile,Android,Edge,Active
DEV002023,Mobile,iOS,Edge,Active
DEV002024,Mobile,iOS,Edge,Active
DEV002025,Mobile,Android,Safari,Active
DEV002026,Mobile,iOS,Firefox,Active
DEV002027,Mobile,Windows,Safari,Active
DEV002028,Mobile,iOS,Safari,Active
DEV002029,Laptop,Android,Firefox,Active
DEV002030,Mobile,iOS,Chrome,Active
DEV002031,Mobile,Android,Firefox,Active
DEV002032,Laptop,iOS,Chrome,Active
DEV002033,Mobile,Windows,Edge,Active
DEV002034,Mobile,Android,Chrome,Active
DEV002035,Mobile,Android,Chrome,Active
DEV002036,Mobile,Android,Safari,Active
DEV002037,Mobile,Android,Edge,Active
DEV002038,Mobile,Android,Chrome,Active
DEV002039,Laptop,Android,Chrome,Active
DEV002040,Laptop,Windows,Edge,Active
DEV002041,Laptop,iOS,Chrome,Active
DEV002042,Mobile,macOS,Firefox,Active
DEV002043,Tablet,Android,Firefox,Active
DEV002044,Mobile,iOS,Firefox,Active
DEV002045,Mobile,iOS,Chrome,Active
DEV002046,Laptop,Android,Safari,Active
DEV002047,Mobile,iOS,Chrome,Active
DEV002048,Laptop,Android,Chrome,Active
DEV002049,Mobile,Windows,Edge,Active
DEV002050,Mobile,iOS,Chrome,Active
DEV002051,Mobile,iOS,Firefox,Active
DEV002052,Mobile,iOS,Chrome,Active
DEV002053,Mobile,Android,Safari,Active
DEV002054,Tablet,iOS,Chrome,Active
DEV002055,Mobile,Android,Edge,Active
DEV002056,Mobile,Android,Chrome,Active
DEV002057,Laptop,iOS,Firefox,Active
DEV002058,Mobile,iOS,Chrome,Active
DEV002059,Laptop,Android,Chrome,Active
DEV002060,Laptop,Windows,Edge,Active
DEV002061,Mobile,Android,Chrome,Active
DEV002062,Mobile,Android,Chrome,Active
DEV002063,Mobile,iOS,Edge,Active
DEV002064,Mobile,macOS,Safari,Active
DEV002065,Laptop,iOS,Safari,Inactive
DEV002066,Tablet,macOS,Safari,Active
DEV002067,Laptop,Android,Chrome,Active
DEV002068,Mobile,Android,Safari,Active
DEV002069,Mobile,macOS,Edge,Active
DEV002070,Mobile,macOS,Safari,Active
DEV002071,Mobile,macOS,Chrome,Active
DEV002072,Tablet,macOS,Edge,Active
DEV002073,Laptop,Android,Firefox,Active
DEV002074,Mobile,iOS,Chrome,Active
DEV002075,Mobile,iOS,Chrome,Active
DEV002076,Mobile,iOS,Chrome,Active
DEV002077,Mobile,Android,Firefox,Active
DEV002078,Mobile,iOS,Firefox,Active
DEV002079,Laptop,Android,Chrome,Active
DEV002080,Laptop,Android,Chrome,Inactive
DEV002081,Laptop,macOS,Edge,Active
DEV002082,Mobile,Android,Chrome,Active
DEV002083,Tablet,Android,Edge,Active
DEV002084,Tablet,Windows,Chrome,Active
DEV002085,Mobile,Android,Edge,Active
DEV002086,Mobile,Android,Chrome,Active
DEV002087,Mobile,iOS,Chrome,Active
DEV002088,Laptop,Android,Safari,Active
DEV002089,Mobile,Android,Chrome,Active
DEV002090,Mobile,Android,Firefox,Active
DEV002091,Laptop,Windows,Edge,Active
DEV002092,Laptop,Android,Firefox,Active
DEV002093,Mobile,iOS,Firefox,Active
DEV002094,Mobile,Android,Chrome,Active
DEV002095,Laptop,Android,Chrome,Inactive
DEV002096,Mobile,iOS,Safari,Active
DEV002097,Mobile,iOS,Firefox,Active
DEV002098,Tablet,macOS,Chrome,Active
DEV002099,Mobile,Android,Chrome,Active
DEV002100,Mobile,Windows,Chrome,Active
DEV002101,Mobile,Android,Chrome,Active
DEV002102,Mobile,Windows,Chrome,Active
DEV002103,Mobile,Android,Chrome,Active
DEV002104,Tablet,iOS,Chrome,Active
DEV002105,Tablet,Android,Safari,Inactive
DEV002106,Laptop,Android,Chrome,Active
DEV002107,Mobile,Windows,Chrome,Active
DEV002108,Tablet,Android,Chrome,Active
DEV002109,Mobile,iOS,Safari,Active
DEV002110,Laptop,Android,Chrome,Inactive
DEV002111,Mobile,Android,Firefox,Active
DEV002112,Mobile,Android,Chrome,Active
DEV002113,Laptop,Android,Chrome,Active
DEV002114,Mobile,Android,Chrome,Active
DEV002115,Mobile,iOS,Chrome,Active
DEV002116,Tablet,Android,Edge,Active
DEV002117,Mobile,Windows,Chrome,Active
DEV002118,Mobile,iOS,Chrome,Active
DEV002119,Mobile,Android,Firefox,Active
DEV002120,Laptop,Android,Chrome,Active
DEV002121,Mobile,Android,Firefox,Active
DEV002122,Tablet,Android,Chrome,Active
DEV002123,Mobile,macOS,Chrome,Active
DEV002124,Mobile,Android,Chrome,Inactive
DEV002125,Laptop,iOS,Chrome,Active
DEV002126,Tablet,iOS,Chrome,Active
DEV002127,Tablet,Android,Safari,Inactive
DEV002128,Mobile,Windows,Chrome,Active
DEV002129,Mobile,Android,Chrome,Active
DEV002130,Mobile,Android,Chrome,Active
DEV002131,Mobile,Windows,Chrome,Active
DEV002132,Laptop,Android,Chrome,Active
DEV002133,Mobile,Android,Chrome,Active
DEV002134,Laptop,Windows,Chrome,Active
DEV002135,Mobile,Android,Chrome,Active
DEV002136,Tablet,Android,Chrome,Inactive
DEV002137,Tablet,iOS,Chrome,Active
DEV002138,Mobile,iOS,Edge,Active
DEV002139,Mobile,iOS,Chrome,Active
DEV002140,Laptop,Android,Chrome,Active
DEV002141,Mobile,iOS,Edge,Active
DEV002142,Mobile,macOS,Firefox,Active
DEV002143,Laptop,iOS,Chrome,Active
DEV002144,Mobile,Android,Safari,Active
DEV002145,Mobile,iOS,Firefox,Active
DEV002146,Mobile,Android,Chrome,Active
DEV002147,Tablet,Android,Chrome,Active
DEV002148,Laptop,Android,Edge,Active
DEV002149,Mobile,Android,Chrome,Active
DEV002150,Mobile,Windows,Safari,Inactive
DEV002151,Mobile,Windows,Chrome,Active
DEV002152,Mobile,Android,Chrome,Active
DEV002153,Laptop,iOS,Safari,Active
DEV002154,Tablet,iOS,Safari,Active
DEV002155,Mobile,iOS,Chrome,Active
DEV002156,Mobile,macOS,Safari,Active
DEV002157,Mobile,iOS,Chrome,Active
DEV002158,Laptop,Windows,Chrome,Inactive
DEV002159,Laptop,Android,Chrome,Active
DEV002160,Mobile,iOS,Edge,Active
DEV002161,Mobile,Android,Chrome,Active
DEV002162,Mobile,iOS,Chrome,Active
DEV002163,Mobile,Windows,Chrome,Inactive
DEV002164,Tablet,Android,Chrome,Active
DEV002165,Tablet,iOS,Chrome,Active
DEV002166,Mobile,Android,Chrome,Inactive
DEV002167,Mobile,macOS,Firefox,Active
DEV002168,Mobile,Android,Chrome,Active
DEV002169,Mobile,iOS,Safari,Active
DEV002170,Mobile,iOS,Chrome,Active
DEV002171,Laptop,Windows,Firefox,Inactive
DEV002172,Mobile,Windows,Chrome,Active
DEV002173,Laptop,Windows,Chrome,Active
