credit_profile_id,customer_id,credit_score,credit_utilization,total_credit_limit,outstanding_balance,delinquency_count,last_updated
CRP002312,CUS002312,842,78.66,31441.01,24731.5,1,2026-08-01
CRP002313,CUS002313,759,59.08,22963.05,13566.57,1,2025-11-28
CRP002314,CUS002314,759,81.81,16705.1,13666.44,1,2025-12-17
CRP002315,CUS002315,366,15.57,15802.65,2460.47,1,2026-05-23
CRP002316,CUS002316,754,21.39,17870.56,3822.51,0,2026-03-21
CRP002317,CUS002317,343,28.62,29016.49,8304.52,0,2025-12-11
CRP002318,CUS002318,662,30.33,75544.32,22912.59,1,2025-10-17
CRP002319,CUS002319,623,0.19,55310.21,105.09,1,2026-03-22
CRP002320,CUS002320,838,30.74,45764.72,14068.07,0,2025-11-19
CRP002321,CUS002321,617,91.26,15993.82,14595.96,1,2026-06-25
CRP002322,CUS002322,766,21.8,11869.72,2587.6,0,2025-09-26
CRP002323,CUS002323,658,9.14,39458.41,3606.5,0,2026-06-22
CRP002324,CUS002324,835,25.07,117317.86,29411.59,0,2025-09-25
CRP002325,CUS002325,417,32.25,133151.16,42941.25,0,2026-05-01
CRP002326,CUS002326,834,14.92,55897.41,8339.89,1,2026-05-13
CRP002327,CUS002327,672,80.36,51926.61,41728.22,1,2026-05-25
CRP002328,CUS002328,725,2.24,87518.0,1960.4,0,2026-05-15
CRP002329,CUS002329,421,16.67,29560.88,4927.8,0,2026-03-30
CRP002330,CUS002330,702,80.48,175962.86,141614.91,0,2026-01-30
CRP002331,CUS002331,636,12.89,31302.8,4034.93,1,2026-05-28
CRP002332,CUS002332,708,86.63,67268.86,58275.01,0,2025-10-12
CRP002333,CUS002333,599,50.62,123312.17,62420.62,0,2025-08-07
CRP002334,CUS002334,496,28.88,7601.05,2195.18,0,2025-12-01
CRP002335,CUS002335,696,10.87,24073.07,2616.74,2,2026-06-18
CRP002336,CUS002336,490,75.57,29417.15,22230.54,0,2025-08-16
CRP002337,CUS002337,373,19.15,35623.83,6821.96,0,2026-02-01
CRP002338,CUS002338,667,63.35,61031.17,38663.25,1,2026-03-06
CRP002339,CUS002339,602,31.42,17354.88,5452.9,0,2025-08-08
CRP002340,CUS002340,504,42.58,91685.46,39039.67,0,2026-08-03
CRP002341,CUS002341,380,72.54,15841.72,11491.58,0,2026-01-19
CRP002342,CUS002342,660,28.35,53331.15,15119.38,0,2026-04-10
CRP002343,CUS002343,357,20.21,8654.53,1749.08,0,2025-09-04
CRP002344,CUS002344,416,5.89,13547.62,797.95,0,2025-09-13
CRP002345,CUS002345,680,87.27,39355.75,34345.76,0,2025-10-12
CRP002346,CUS002346,373,79.96,36114.9,28877.47,0,2026-04-19
CRP002347,CUS002347,707,56.76,13969.05,7928.83,0,2026-05-11
CRP002348,CUS002348,741,5.58,33441.78,1866.05,0,2026-08-03
CRP002349,CUS002349,301,36.84,29410.57,10834.85,0,2026-03-06
CRP002350,CUS002350,625,36.04,99278.25,35779.88,0,2025-11-16
CRP002351,CUS002351,400,48.21,43489.0,20966.05,0,2026-03-02
CRP002352,CUS002352,362,31.84,56844.58,18099.31,0,2026-05-09
CRP002353,CUS002353,735,8.55,91935.08,7860.45,0,2026-03-13
CRP002354,CUS002354,688,43.8,88483.06,38755.58,0,2026-05-24
CRP002355,CUS002355,470,5.77,53076.09,3062.49,0,2026-02-07
CRP002356,CUS002356,832,33.76,15705.54,5302.19,1,2025-10-26
CRP002357,CUS002357,311,77.61,19564.73,15184.19,0,2026-07-08
CRP002358,CUS002358,803,87.33,58149.45,50781.91,2,2026-05-30
CRP002359,CUS002359,396,37.8,56172.98,21233.39,0,2025-09-26
CRP002360,CUS002360,782,28.63,28040.59,8028.02,1,2025-09-12
CRP002361,CUS002361,381,47.76,37075.77,17707.39,2,2026-03-30
CRP002362,CUS002362,850,27.24,17125.96,4665.11,0,2026-01-28
CRP002363,CUS002363,746,11.82,31290.72,3698.56,0,2026-04-22
CRP002364,CUS002364,411,93.53,49098.07,45921.42,1,2026-02-22
CRP002365,CUS002365,638,23.77,42588.9,10123.38,0,2025-10-13
CRP002366,CUS002366,477,35.14,202602.41,71194.49,1,2026-02-17
CRP002367,CUS002367,746,31.15,54526.17,16984.9,0,2025-08-19
CRP002368,CUS002368,621,1.07,11527.97,123.35,0,2025-10-12
CRP002369,CUS002369,722,58.51,84342.52,49348.81,0,2026-03-06
CRP002370,CUS002370,757,47.42,7981.37,3784.77,0,2025-10-03
CRP002371,CUS002371,741,88.01,32282.37,28411.71,0,2025-11-18
CRP002372,CUS002372,700,62.57,24830.36,15536.36,1,2025-09-01
CRP002373,CUS002373,595,35.82,7193.08,2576.56,0,2025-09-18
CRP002374,CUS002374,892,32.6,70667.25,23037.52,0,2025-09-10
CRP002375,CUS002375,866,8.87,38873.16,3448.05,0,2025-09-05
CRP002376,CUS002376,632,38.97,17569.85,6846.97,0,2026-07-28
CRP002377,CUS002377,536,89.07,23915.0,21301.09,0,2025-08-08
CRP002378,CUS002378,645,43.88,57148.97,25076.97,0,2026-01-23
CRP002379,CUS002379,522,67.42,141101.47,95130.61,0,2025-08-08
CRP002380,CUS002380,585,46.09,62938.54,29008.37,0,2025-10-06
CRP002381,CUS002381,531,43.37,10610.2,4601.64,1,2026-07-12
CRP002382,CUS002382,570,18.77,10845.92,2035.78,0,2025-10-26
CRP002383,CUS002383,334,1.14,50415.84,574.74,0,2026-03-05
CRP002384,CUS002384,329,25.69,21542.63,5534.3,0,2026-04-11
CRP002385,CUS002385,762,74.64,28877.82,21554.4,0,2026-03-22
CRP002386,CUS002386,898,10.08,14945.4,1506.5,1,2026-06-07
CRP002387,CUS002387,854,94.46,26936.9,25444.6,1,2026-01-02
CRP002388,CUS002388,818,67.69,85842.16,58106.56,2,2025-10-25
CRP002389,CUS002389,442,11.64,211285.17,24593.59,0,2026-07-18
CRP002390,CUS002390,845,51.02,86800.31,44285.52,0,2026-01-02
CRP002391,CUS002391,417,89.68,15070.79,13515.48,1,2025-08-22
CRP002392,CUS002392,766,11.16,69294.2,7733.23,0,2025-12-15
CRP002393,CUS002393,431,0.4,19295.13,77.18,2,2025-10-21
CRP002394,CUS002394,874,13.5,18236.69,2461.95,0,2025-10-19
CRP002395,CUS002395,822,33.21,70461.86,23400.38,0,2026-06-20
CRP002396,CUS002396,479,26.2,55369.85,14506.9,0,2026-02-14
CRP002397,CUS002397,484,19.48,12238.16,2383.99,0,2026-06-01
CRP002398,CUS002398,388,94.59,13454.79,12726.89,0,2025-08-08
CRP002399,CUS002399,526,61.25,46902.25,28727.63,1,2026-02-25
CRP002400,CUS002400,889,17.17,26712.82,4586.59,0,2025-09-16
CRP002401,CUS002401,876,7.14,29655.6,2117.41,0,2026-06-01
CRP002402,CUS002402,623,34.12,38891.01,13269.61,0,2025-10-09
CRP002403,CUS002403,536,44.12,16060.56,7085.92,0,2026-03-22
CRP002404,CUS002404,676,65.72,100853.79,66281.11,0,2026-07-28
CRP002405,CUS002405,890,60.59,27101.72,16420.93,0,2026-07-23
CRP002406,CUS002406,465,36.88,65625.49,24202.68,1,2025-11-21
CRP002407,CUS002407,361,63.77,33748.19,21521.22,0,2026-07-13
CRP002408,CUS002408,720,38.46,73915.34,28427.84,1,2026-05-03
CRP002409,CUS002409,616,43.94,53095.34,23330.09,0,2026-05-07
CRP002410,CUS002410,881,14.08,83027.26,11690.24,0,2026-08-01
CRP002411,CUS002411,897,9.67,7900.32,763.96,0,2026-07-21
CRP002412,CUS002412,638,43.44,30757.23,13360.94,1,2026-04-11
CRP002413,CUS002413,675,81.76,36403.47,29763.48,0,2026-04-02
CRP002414,CUS002414,756,66.02,29711.95,19615.83,0,2025-10-05
CRP002415,CUS002415,834,79.24,235532.17,186635.69,0,2026-05-23
CRP002416,CUS002416,389,28.48,64461.51,18358.64,0,2026-05-11
CRP002417,CUS002417,386,70.39,25118.78,17681.11,1,2026-05-26
CRP002418,CUS002418,443,35.03,98304.82,34436.18,1,2026-03-14
CRP002419,CUS002419,647,36.49,86213.75,31459.4,0,2026-05-15
CRP002420,CUS002420,780,37.46,80651.35,30212.0,0,2025-12-19
CRP002421,CUS002421,398,2.06,27150.95,559.31,0,2026-02-15
CRP002422,CUS002422,472,50.1,57427.05,28770.95,0,2026-01-29
CRP002423,CUS002423,320,29.95,60369.8,18080.76,0,2026-06-02
CRP002424,CUS002424,452,28.31,27097.07,7671.18,0,2026-08-04
CRP002425,CUS002425,418,41.8,38101.27,15926.33,1,2025-08-07
CRP002426,CUS002426,793,7.93,10976.86,870.46,0,2025-12-20
CRP002427,CUS002427,866,18.43,17032.95,3139.17,0,2025-12-18
CRP002428,CUS002428,535,2.83,39417.84,1115.52,1,2025-09-06
CRP002429,CUS002429,353,37.69,22642.29,8533.88,0,2026-07-23
CRP002430,CUS002430,359,4.71,50484.94,2377.84,0,2026-04-09
CRP002431,CUS002431,851,61.74,32195.09,19877.25,0,2026-08-06
CRP002432,CUS002432,709,12.28,93240.3,11449.91,0,2025-08-12
CRP002433,CUS002433,359,55.96,24633.45,13784.88,0,2026-05-01
CRP002434,CUS002434,576,92.28,69607.98,64234.24,0,2025-08-13
CRP002435,CUS002435,765,61.88,64823.62,40112.86,1,2025-09-20
CRP002436,CUS002436,541,18.57,24808.53,4606.94,0,2025-10-08
CRP002437,CUS002437,892,38.47,80179.86,30845.19,0,2026-04-13
CRP002438,CUS002438,715,3.47,48922.47,1697.61,1,2026-01-18
CRP002439,CUS002439,874,71.45,34002.81,24295.01,0,2025-09-26
CRP002440,CUS002440,747,44.51,20718.02,9221.59,1,2025-09-23
CRP002441,CUS002441,480,40.66,40405.98,16429.07,0,2026-01-30
CRP002442,CUS002442,731,13.62,11204.06,1525.99,1,2025-09-21
CRP002443,CUS002443,601,13.62,189765.84,25846.11,0,2025-11-10
CRP002444,CUS002444,833,94.75,120405.46,114084.17,0,2025-11-09
CRP002445,CUS002445,662,8.37,14593.41,1221.47,1,2026-01-29
CRP002446,CUS002446,456,93.52,87152.08,81504.63,0,2026-06-14
CRP002447,CUS002447,673,92.29,25818.95,23828.31,0,2026-06-06
CRP002448,CUS002448,862,45.21,8153.76,3686.31,1,2026-03-03
CRP002449,CUS002449,614,0.55,52460.79,288.53,2,2025-08-14
CRP002450,CUS002450,688,63.16,19909.97,12575.14,0,2025-09-07
CRP002451,CUS002451,857,45.09,12575.11,5670.12,1,2026-05-16
CRP002452,CUS002452,304,47.97,10954.91,5255.07,0,2025-12-16
CRP002453,CUS002453,504,71.74,31536.88,22624.56,1,2026-07-06
CRP002454,CUS002454,392,4.97,6813.42,338.63,0,2026-01-08
CRP002455,CUS002455,696,88.62,50221.41,44506.21,0,2026-04-05
CRP002456,CUS002456,621,72.99,58248.69,42515.72,2,2026-03-10
CRP002457,CUS002457,434,12.93,43386.09,5609.82,0,2025-10-26
CRP002458,CUS002458,588,6.08,101986.6,6200.79,1,2025-09-16
CRP002459,CUS002459,575,72.1,24737.84,17835.98,1,2025-08-31
CRP002460,CUS002460,447,55.53,82398.47,45755.87,0,2026-05-18
CRP002461,CUS002461,685,29.56,32461.44,9595.6,0,2026-06-22
CRP002462,CUS002462,561,20.8,20852.39,4337.3,1,2025-12-27
CRP002463,CUS002463,849,22.93,68073.21,15609.19,1,2026-06-20
CRP002464,CUS002464,770,49.01,30276.67,14838.6,1,2025-10-04
CRP002465,CUS002465,788,62.2,29246.92,18191.58,2,2025-11-10
CRP002466,CUS002466,467,11.9,105793.98,12589.48,0,2025-11-29
CRP002467,CUS002467,555,57.44,101469.05,58283.82,1,2025-08-30
CRP002468,CUS002468,755,46.63,68171.15,31788.21,1,2025-09-06
CRP002469,CUS002469,508,94.76,69402.6,65765.9,0,2025-12-15
CRP002470,CUS002470,417,86.85,16692.4,14497.35,0,2025-12-22
CRP002471,CUS002471,802,39.74,48357.83,19217.4,0,2026-02-03
CRP002472,CUS002472,472,27.9,48678.05,13581.18,1,2026-01-03
CRP002473,CUS002473,552,58.9,52554.54,30954.62,0,2026-03-16
CRP002474,CUS002474,409,62.94,64844.27,40812.98,0,2026-04-08
CRP002475,CUS002475,379,35.18,39681.41,13959.92,0,2025-10-23
CRP002476,CUS002476,885,49.08,39050.46,19165.97,0,2025-10-01
CRP002477,CUS002477,512,57.03,9995.44,5700.4,0,2025-09-18
CRP002478,CUS002478,874,50.62,31798.04,16096.17,0,2026-08-05
CRP002479,CUS002479,415,41.86,76629.28,32077.02,1,2025-11-20
CRP002480,CUS002480,777,77.41,45151.94,34952.12,0,2026-02-15
CRP002481,CUS002481,314,16.83,9581.44,1612.56,0,2025-09-06
CRP002482,CUS002482,864,67.34,122244.07,82319.16,0,2025-08-23
CRP002483,CUS002483,328,81.74,43745.34,35757.44,1,2025-09-05
CRP002484,CUS002484,382,73.49,35805.19,26313.23,0,2026-06-29
CRP002485,CUS002485,625,64.58,76341.59,49301.4,0,2025-11-10
CRP002486,CUS002486,373,26.77,19392.74,5191.44,1,2026-07-20
CRP002487,CUS002487,517,8.91,23319.06,2077.73,1,2026-01-27
CRP002488,CUS002488,324,61.23,35614.95,21807.03,0,2026-04-12
CRP002489,CUS002489,747,46.86,50438.7,23635.57,0,2026-07-17
CRP002490,CUS002490,582,20.49,27540.28,5643.0,2,2026-06-13
CRP002491,CUS002491,476,19.92,110534.02,22018.38,0,2025-12-17
CRP002492,CUS002492,385,29.17,38060.81,11102.34,1,2025-09-01
CRP002493,CUS002493,486,67.3,66026.99,44436.16,0,2026-05-10
CRP002494,CUS002494,743,81.42,322709.77,262750.29,0,2026-02-19
CRP002495,CUS002495,682,47.89,30801.79,14750.98,0,2026-07-10
CRP002496,CUS002496,758,68.46,16177.35,11075.01,1,2026-03-28
CRP002497,CUS002497,398,23.8,22103.23,5260.57,1,2026-02-22
CRP002498,CUS002498,876,38.41,14808.3,5687.87,0,2026-01-18
CRP002499,CUS002499,453,72.52,16180.43,11734.05,0,2026-05-29
CRP002500,CUS002500,311,50.1,20464.45,10252.69,0,2026-08-06
CRP002501,CUS002501,410,37.48,22896.48,8581.6,0,2025-09-01
CRP002502,CUS002502,538,66.96,99629.27,66711.76,0,2025-08-23
CRP002503,CUS002503,489,56.02,15385.48,8618.95,0,2025-11-11
CRP002504,CUS002504,722,73.49,57752.87,42442.58,0,2025-09-10
CRP002505,CUS002505,693,71.07,13374.48,9505.24,0,2026-05-18
CRP002506,CUS002506,785,35.88,93528.31,33557.96,1,2025-09-26
CRP002507,CUS002507,326,0.14,81646.81,114.31,0,2026-05-21
CRP002508,CUS002508,504,89.09,86669.37,77213.74,1,2026-07-26
CRP002509,CUS002509,745,50.74,63271.35,32103.88,0,2025-10-18
CRP002510,CUS002510,726,94.19,52636.02,49577.87,0,2025-11-17
CRP002511,CUS002511,757,7.82,3861.65,301.98,0,2026-02-08
CRP002512,CUS002512,733,71.85,138489.03,99504.37,0,2025-08-30
CRP002513,CUS002513,509,51.12,114563.84,58565.04,1,2025-12-30
CRP002514,CUS002514,341,4.07,62203.06,2531.66,1,2026-07-14
CRP002515,CUS002515,606,36.05,26371.65,9506.98,0,2025-11-04
CRP002516,CUS002516,872,94.5,40443.48,38219.09,0,2026-01-26
CRP002517,CUS002517,870,82.15,52042.37,42752.81,0,2026-06-15
CRP002518,CUS002518,845,91.99,73308.72,67436.69,0,2025-09-19
CRP002519,CUS002519,653,16.95,54872.79,9300.94,0,2025-08-27
CRP002520,CUS002520,716,82.26,53832.69,44282.77,0,2026-05-13
CRP002521,CUS002521,420,68.79,34090.4,23450.79,1,2025-08-07
CRP002522,CUS002522,465,45.81,32294.25,14794.0,0,2026-06-21
CRP002523,CUS002523,610,63.68,79037.83,50331.29,0,2025-09-20
CRP002524,CUS002524,888,64.29,25985.46,16706.05,0,2026-06-21
CRP002525,CUS002525,500,9.44,32167.66,3036.63,0,2025-12-29
CRP002526,CUS002526,310,81.08,20587.51,16692.35,1,2025-08-20
CRP002527,CUS002527,455,91.49,46196.72,42265.38,0,2025-11-12
CRP002528,CUS002528,403,84.28,63410.51,53442.38,0,2026-02-20
CRP002529,CUS002529,356,91.4,14193.21,12972.59,1,2026-03-06
CRP002530,CUS002530,787,68.16,224679.0,153141.21,0,2025-11-19
CRP002531,CUS002531,810,1.24,100831.7,1250.31,1,2026-05-16
CRP002532,CUS002532,313,5.7,63888.44,3641.64,1,2025-08-29
CRP002533,CUS002533,844,86.12,61133.62,52648.27,0,2025-12-31
CRP002534,CUS002534,345,36.31,27879.01,10122.87,0,2025-09-02
CRP002535,CUS002535,827,42.69,125659.68,53644.12,0,2026-02-27
CRP002536,CUS002536,538,81.13,28960.5,23495.65,0,2025-08-07
CRP002537,CUS002537,531,68.35,30497.78,20845.23,0,2026-07-15
CRP002538,CUS002538,757,62.36,9213.58,5745.59,1,2026-07-15
CRP002539,CUS002539,848,35.94,8489.84,3051.25,1,2026-01-05
CRP002540,CUS002540,523,90.79,24747.97,22468.68,0,2025-09-11
CRP002541,CUS002541,713,82.17,67014.89,55066.14,0,2026-06-21
CRP002542,CUS002542,669,46.84,44544.67,20864.72,0,2026-07-27
CRP002543,CUS002543,529,56.57,19058.36,10781.31,1,2026-01-22
CRP002544,CUS002544,329,53.45,134172.31,71715.1,0,2026-06-30
CRP002545,CUS002545,900,44.66,75050.96,33517.76,1,2026-06-18
CRP002546,CUS002546,535,10.85,31151.69,3379.96,0,2026-02-25
CRP002547,CUS002547,888,92.6,51044.74,47267.43,0,2025-08-15
CRP002548,CUS002548,540,64.16,77084.08,49457.15,0,2025-09-02
CRP002549,CUS002549,674,72.85,37006.74,26959.41,0,2025-12-12
CRP002550,CUS002550,854,15.11,17779.29,2686.45,0,2026-06-18
CRP002551,CUS002551,569,3.28,17652.4,579.0,0,2026-01-05
CRP002552,CUS002552,417,67.93,64205.8,43615.0,0,2026-03-19
CRP002553,CUS002553,329,94.86,79361.18,75282.02,0,2025-10-31
CRP002554,CUS002554,735,68.07,153138.73,104241.53,0,2026-02-27
CRP002555,CUS002555,856,58.08,57988.9,33679.95,0,2026-07-07
CRP002556,CUS002556,863,7.52,95982.36,7217.87,0,2026-04-08
CRP002557,CUS002557,485,29.58,103763.45,30693.23,0,2026-04-09
CRP002558,CUS002558,850,1.7,6464.59,109.9,0,2026-01-23
CRP002559,CUS002559,839,38.23,39418.39,15069.65,0,2026-05-12
CRP002560,CUS002560,566,33.76,77368.93,26119.75,0,2025-12-15
CRP002561,CUS002561,505,32.88,6931.71,2279.15,1,2026-04-07
CRP002562,CUS002562,650,5.1,22393.82,1142.08,1,2026-02-27
CRP002563,CUS002563,897,62.54,12951.66,8099.97,1,2026-01-24
CRP002564,CUS002564,826,87.14,27386.31,23864.43,2,2025-08-15
CRP002565,CUS002565,488,27.36,29264.61,8006.8,1,2025-10-22
CRP002566,CUS002566,430,8.69,18910.49,1643.32,0,2026-01-25
CRP002567,CUS002567,432,83.23,7435.35,6188.44,1,2026-01-26
CRP002568,CUS002568,799,85.23,42575.96,36287.49,1,2025-09-08
CRP002569,CUS002569,637,57.88,24225.81,14021.9,0,2026-01-18
CRP002570,CUS002570,813,34.23,97882.08,33505.04,0,2026-04-22
CRP002571,CUS002571,510,49.81,10402.93,5181.7,1,2026-04-16
CRP002572,CUS002572,316,72.01,163025.66,117394.78,1,2025-12-27
CRP002573,CUS002573,740,24.31,8971.33,2180.93,1,2026-02-03
CRP002574,CUS002574,413,72.51,49854.1,36149.21,1,2026-03-17
CRP002575,CUS002575,600,28.65,41169.07,11794.94,1,2026-07-06
CRP002576,CUS002576,574,38.26,72261.6,27647.29,0,2025-11-12
CRP002577,CUS002577,366,25.05,67362.2,16874.23,1,2025-08-09
CRP002578,CUS002578,730,22.0,56502.08,12430.46,0,2025-09-12
CRP002579,CUS002579,448,83.99,29538.07,24809.02,1,2026-06-05
CRP002580,CUS002580,654,35.19,22352.59,7865.88,2,2025-09-24
CRP002581,CUS002581,814,22.17,34731.36,7699.94,1,2026-06-29
CRP002582,CUS002582,571,14.84,27507.41,4082.1,0,2025-10-29
CRP002583,CUS002583,600,84.93,28129.11,23890.05,0,2025-09-08
CRP002584,CUS002584,890,80.94,72223.17,58457.43,1,2026-02-19
CRP002585,CUS002585,400,74.81,30143.35,22550.24,1,2026-03-29
CRP002586,CUS002586,713,20.35,159456.53,32449.4,0,2025-10-08
CRP002587,CUS002587,616,65.67,16151.41,10606.63,0,2025-08-11
CRP002588,CUS002588,799,43.4,58061.01,25198.48,1,2025-08-08
CRP002589,CUS002589,629,33.41,40086.69,13392.96,0,2026-06-15
CRP002590,CUS002590,746,84.67,137641.43,116541.0,2,2025-12-03
CRP002591,CUS002591,648,74.34,32993.85,24527.63,0,2026-05-29
CRP002592,CUS002592,743,68.74,23575.3,16205.66,1,2025-12-18
CRP002593,CUS002593,849,4.42,126589.95,5595.28,0,2025-08-21
CRP002594,CUS002594,398,42.39,56964.14,24147.1,0,2026-03-13
CRP002595,CUS002595,727,5.83,87115.15,5078.81,0,2026-07-08
CRP002596,CUS002596,555,74.64,45084.04,33650.73,0,2026-01-30
CRP002597,CUS002597,405,11.06,20939.54,2315.91,0,2026-01-05
CRP002598,CUS002598,346,7.13,40316.17,2874.54,0,2026-06-15
CRP002599,CUS002599,564,71.15,45360.93,32274.3,0,2025-08-24
CRP002600,CUS002600,453,84.66,26141.27,22131.2,0,2025-09-26
CRP002601,CUS002601,764,2.29,19411.09,444.51,0,2026-04-16
CRP002602,CUS002602,469,39.97,11906.56,4759.05,1,2025-09-04
CRP002603,CUS002603,553,57.21,47109.02,26951.07,1,2025-08-19
CRP002604,CUS002604,569,42.28,34761.02,14696.96,0,2026-02-28
CRP002605,CUS002605,876,72.23,42779.98,30899.98,2,2025-09-15
CRP002606,CUS002606,744,0.53,35411.05,187.68,1,2025-08-09
CRP002607,CUS002607,373,59.95,21825.71,13084.51,0,2025-10-12
CRP002608,CUS002608,657,45.21,29398.37,13291.0,0,2025-12-19
CRP002609,CUS002609,482,82.32,27284.85,22460.89,0,2025-10-11
CRP002610,CUS002610,779,7.63,41128.55,3138.11,1,2025-09-27
CRP002611,CUS002611,791,15.28,50557.83,7725.24,1,2026-05-21
CRP002612,CUS002612,520,11.04,28378.58,3133.0,0,2025-10-30
CRP002613,CUS002613,414,28.34,33068.6,9371.64,0,2026-06-28
CRP002614,CUS002614,859,62.96,7628.73,4803.05,0,2026-07-13
CRP002615,CUS002615,464,13.61,24956.07,3396.52,1,2026-07-08
CRP002616,CUS002616,735,33.84,20610.44,6974.57,0,2025-09-04
CRP002617,CUS002617,555,52.58,155638.06,81834.49,1,2026-01-29
CRP002618,CUS002618,535,17.18,81114.18,13935.42,0,2026-04-26
CRP002619,CUS002619,658,81.03,63699.93,51616.05,1,2025-12-11
CRP002620,CUS002620,786,8.7,31874.83,2773.11,0,2026-05-12
CRP002621,CUS002621,468,19.19,54914.02,10538.0,0,2025-09-12
CRP002622,CUS002622,749,86.03,23625.14,20324.71,0,2025-09-24
CRP002623,CUS002623,790,63.03,45634.38,28763.35,1,2025-11-15
CRP002624,CUS002624,347,62.66,47427.16,29717.86,2,2026-06-01
CRP002625,CUS002625,421,77.99,16122.17,12573.68,0,2025-12-17
CRP002626,CUS002626,577,53.52,29300.64,15681.7,0,2025-09-17
CRP002627,CUS002627,877,79.72,36947.65,29454.67,0,2026-05-12
CRP002628,CUS002628,697,85.82,20373.88,17484.86,1,2025-09-11
CRP002629,CUS002629,498,93.47,39231.26,36669.46,0,2026-07-10
CRP002630,CUS002630,857,89.76,23127.33,20759.09,0,2025-11-19
CRP002631,CUS002631,620,67.49,41460.42,27981.64,1,2026-05-26
CRP002632,CUS002632,584,13.89,18853.22,2618.71,0,2025-12-20
CRP002633,CUS002633,622,63.74,32278.58,20574.37,0,2026-04-12
CRP002634,CUS002634,399,13.59,103414.04,14053.97,0,2025-12-12
CRP002635,CUS002635,836,26.32,45421.88,11955.04,1,2026-01-01
CRP002636,CUS002636,379,4.88,125623.71,6130.44,1,2025-12-01
CRP002637,CUS002637,438,39.35,19578.7,7704.22,0,2025-09-26
CRP002638,CUS002638,390,71.53,168284.25,120373.72,1,2025-08-25
CRP002639,CUS002639,596,17.13,27328.4,4681.35,1,2025-11-27
CRP002640,CUS002640,403,18.41,70316.4,12945.25,0,2026-04-19
CRP002641,CUS002641,806,61.7,19702.33,12156.34,2,2026-07-29
CRP002642,CUS002642,396,25.96,21176.01,5497.29,0,2025-12-23
CRP002643,CUS002643,356,40.83,27565.98,11255.19,1,2025-10-26
CRP002644,CUS002644,513,27.25,36607.02,9975.41,1,2025-09-10
CRP002645,CUS002645,470,39.73,12304.41,4888.54,2,2026-04-01
CRP002646,CUS002646,842,31.0,59194.42,18350.27,0,2026-06-06
CRP002647,CUS002647,708,88.6,138943.97,123104.36,0,2025-09-26
CRP002648,CUS002648,389,40.86,23671.54,9672.19,0,2026-08-02
CRP002649,CUS002649,490,90.04,39928.29,35951.43,2,2026-06-27
CRP002650,CUS002650,388,41.63,24902.05,10366.72,0,2025-10-01
CRP002651,CUS002651,716,18.08,33105.75,5985.52,0,2025-11-20
CRP002652,CUS002652,447,89.56,12196.18,10922.9,1,2026-04-21
CRP002653,CUS002653,437,29.95,8919.91,2671.51,1,2026-08-07
CRP002654,CUS002654,327,41.63,19062.62,7935.77,0,2026-05-08
CRP002655,CUS002655,408,22.14,34299.65,7593.94,0,2026-01-28
CRP002656,CUS002656,573,67.99,16004.76,10881.64,1,2025-09-05
CRP002657,CUS002657,579,82.95,126429.8,104873.52,2,2026-08-05
CRP002658,CUS002658,856,8.89,146731.51,13044.43,0,2026-05-02
CRP002659,CUS002659,807,24.92,19570.7,4877.02,0,2025-09-07
CRP002660,CUS002660,862,89.31,88061.56,78647.78,0,2025-08-10
CRP002661,CUS002661,375,47.88,129772.22,62134.94,0,2026-06-20
CRP002662,CUS002662,368,87.54,4281.13,3747.7,0,2026-01-18
CRP002663,CUS002663,570,61.53,84329.23,51887.78,0,2025-11-14
CRP002664,CUS002664,372,82.36,40081.13,33010.82,1,2026-01-22
CRP002665,CUS002665,354,65.23,90285.51,58893.24,0,2025-10-06
CRP002666,CUS002666,657,8.43,19741.43,1664.2,0,2026-05-30
CRP002667,CUS002667,584,68.81,9785.41,6733.34,3,2026-06-30
CRP002668,CUS002668,593,37.48,74833.28,28047.51,0,2026-05-23
CRP002669,CUS002669,343,8.02,16969.7,1360.97,1,2025-10-15
CRP002670,CUS002670,833,78.65,78787.9,61966.68,0,2026-07-17
CRP002671,CUS002671,478,91.32,8944.48,8168.1,1,2025-10-08
CRP002672,CUS002672,638,68.73,13239.44,9099.47,0,2025-11-10
CRP002673,CUS002673,636,8.74,42385.55,3704.5,1,2026-01-05
CRP002674,CUS002674,321,31.95,28968.82,9255.54,1,2026-01-01
CRP002675,CUS002675,813,34.73,125455.38,43570.65,1,2026-03-24
CRP002676,CUS002676,442,83.32,12138.23,10113.57,0,2026-04-19
CRP002677,CUS002677,650,56.6,37916.63,21460.81,0,2026-06-20
CRP002678,CUS002678,886,18.53,76239.17,14127.12,1,2026-04-29
CRP002679,CUS002679,367,5.04,55327.65,2788.51,0,2026-02-23
CRP002680,CUS002680,541,43.74,24098.94,10540.88,0,2025-12-19
CRP002681,CUS002681,408,53.58,47653.04,25532.5,0,2026-01-07
CRP002682,CUS002682,407,70.96,42256.36,29985.11,0,2025-09-12
CRP002683,CUS002683,627,72.75,109455.09,79628.58,0,2025-12-16
CRP002684,CUS002684,395,10.84,67113.11,7275.06,1,2025-09-08
CRP002685,CUS002685,813,80.78,15642.88,12636.32,0,2026-02-18
CRP002686,CUS002686,309,18.65,22678.63,4229.56,2,2025-11-10
CRP002687,CUS002687,580,49.46,136505.73,67515.73,3,2026-01-11
CRP002688,CUS002688,772,3.57,25241.7,901.13,1,2026-03-22
