risk_score_id,customer_id,risk_score,risk_category,model_name,model_version,score_timestamp
RSK001318,CUS001318,22.64,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001319,CUS001319,18.9,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001320,CUS001320,16.69,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001321,CUS001321,48.91,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001322,CUS001322,21.03,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001323,CUS001323,24.3,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001324,CUS001324,40.49,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001325,CUS001325,35.22,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001326,CUS001326,41.14,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001327,CUS001327,36.87,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001328,CUS001328,24.46,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001329,CUS001329,50.26,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001330,CUS001330,37.32,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001331,CUS001331,30.86,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001332,CUS001332,36.17,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001333,CUS001333,53.86,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001334,CUS001334,38.97,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001335,CUS001335,25.14,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001336,CUS001336,9.95,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001337,CUS001337,21.86,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001338,CUS001338,45.72,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001339,CUS001339,25.79,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001340,CUS001340,38.83,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001341,CUS001341,34.17,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001342,CUS001342,20.66,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001343,CUS001343,24.26,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001344,CUS001344,41.82,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001345,CUS001345,46.26,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001346,CUS001346,41.91,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001347,CUS001347,59.34,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001348,CUS001348,35.28,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001349,CUS001349,48.42,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001350,CUS001350,24.42,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001351,CUS001351,34.61,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001352,CUS001352,20.99,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001353,CUS001353,43.3,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001354,CUS001354,11.22,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001355,CUS001355,25.13,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001356,CUS001356,35.77,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001357,CUS001357,7.54,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001358,CUS001358,46.07,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001359,CUS001359,51.58,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001360,CUS001360,52.69,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001361,CUS001361,8.04,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001362,CUS001362,41.59,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001363,CUS001363,30.05,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001364,CUS001364,31.96,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001365,CUS001365,22.37,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001366,CUS001366,40.84,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001367,CUS001367,27.37,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001368,CUS001368,18.18,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001369,CUS001369,24.93,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001370,CUS001370,26.28,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001371,CUS001371,14.94,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001372,CUS001372,14.46,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001373,CUS001373,19.92,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001374,CUS001374,40.26,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001375,CUS001375,25.25,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001376,CUS001376,35.65,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001377,CUS001377,13.3,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001378,CUS001378,14.2,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001379,CUS001379,14.74,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001380,CUS001380,19.52,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001381,CUS001381,51.23,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001382,CUS001382,50.61,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001383,CUS001383,21.61,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001384,CUS001384,43.55,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001385,CUS001385,31.52,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001386,CUS001386,43.04,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001387,CUS001387,43.21,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001388,CUS001388,5.25,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001389,CUS001389,22.88,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001390,CUS001390,13.01,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001391,CUS001391,45.42,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001392,CUS001392,50.65,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001393,CUS001393,46.32,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001394,CUS001394,30.0,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001395,CUS001395,25.38,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001396,CUS001396,50.71,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001397,CUS001397,33.89,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001398,CUS001398,42.33,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001399,CUS001399,36.3,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001400,CUS001400,36.74,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001401,CUS001401,32.96,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001402,CUS001402,42.95,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001403,CUS001403,25.18,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001404,CUS001404,19.55,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001405,CUS001405,45.42,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001406,CUS001406,26.93,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001407,CUS001407,36.08,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001408,CUS001408,34.33,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001409,CUS001409,26.66,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001410,CUS001410,34.09,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001411,CUS001411,39.32,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001412,CUS001412,39.59,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001413,CUS001413,45.24,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001414,CUS001414,13.38,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001415,CUS001415,41.45,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001416,CUS001416,44.28,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001417,CUS001417,42.8,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001418,CUS001418,11.06,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001419,CUS001419,41.01,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001420,CUS001420,33.05,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001421,CUS001421,45.68,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001422,CUS001422,27.91,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001423,CUS001423,17.35,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001424,CUS001424,55.3,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001425,CUS001425,30.66,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001426,CUS001426,26.72,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001427,CUS001427,41.55,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001428,CUS001428,23.5,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001429,CUS001429,27.68,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001430,CUS001430,21.54,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001431,CUS001431,46.95,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001432,CUS001432,39.14,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001433,CUS001433,45.87,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001434,CUS001434,6.06,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001435,CUS001435,36.24,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001436,CUS001436,27.81,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001437,CUS001437,39.45,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001438,CUS001438,15.8,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001439,CUS001439,43.7,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001440,CUS001440,31.17,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001441,CUS001441,52.5,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001442,CUS001442,38.29,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001443,CUS001443,39.17,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001444,CUS001444,43.57,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001445,CUS001445,50.5,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001446,CUS001446,7.84,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001447,CUS001447,55.55,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001448,CUS001448,27.79,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001449,CUS001449,27.39,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001450,CUS001450,18.34,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001451,CUS001451,27.74,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001452,CUS001452,23.2,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001453,CUS001453,47.18,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001454,CUS001454,34.02,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001455,CUS001455,43.93,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001456,CUS001456,24.7,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001457,CUS001457,25.62,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001458,CUS001458,5.17,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001459,CUS001459,37.18,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001460,CUS001460,10.69,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001461,CUS001461,30.07,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001462,CUS001462,16.37,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001463,CUS001463,33.56,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001464,CUS001464,38.16,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001465,CUS001465,44.19,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001466,CUS001466,36.38,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001467,CUS001467,30.08,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001468,CUS001468,22.36,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001469,CUS001469,33.68,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001470,CUS001470,15.49,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001471,CUS001471,30.39,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001472,CUS001472,23.31,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001473,CUS001473,29.09,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001474,CUS001474,39.11,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001475,CUS001475,17.12,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001476,CUS001476,1.85,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001477,CUS001477,30.49,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001478,CUS001478,31.92,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001479,CUS001479,24.88,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001480,CUS001480,17.08,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001481,CUS001481,21.19,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001482,CUS001482,32.67,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001483,CUS001483,27.17,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001484,CUS001484,16.77,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001485,CUS001485,38.86,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001486,CUS001486,33.35,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001487,CUS001487,36.99,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001488,CUS001488,34.35,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001489,CUS001489,14.26,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001490,CUS001490,45.71,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001491,CUS001491,31.34,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001492,CUS001492,37.91,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001493,CUS001493,19.29,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001494,CUS001494,32.3,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001495,CUS001495,15.87,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001496,CUS001496,37.57,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001497,CUS001497,19.83,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001498,CUS001498,29.7,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001499,CUS001499,46.72,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001500,CUS001500,50.32,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001501,CUS001501,21.34,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001502,CUS001502,32.71,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001503,CUS001503,31.61,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001504,CUS001504,42.38,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001505,CUS001505,34.08,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001506,CUS001506,32.84,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001507,CUS001507,12.27,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001508,CUS001508,43.13,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001509,CUS001509,17.41,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001510,CUS001510,43.74,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001511,CUS001511,13.44,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001512,CUS001512,29.66,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001513,CUS001513,36.01,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001514,CUS001514,25.5,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001515,CUS001515,37.61,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001516,CUS001516,24.72,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001517,CUS001517,41.47,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001518,CUS001518,35.6,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001519,CUS001519,16.76,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001520,CUS001520,37.59,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001521,CUS001521,32.77,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001522,CUS001522,29.79,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001523,CUS001523,54.93,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001524,CUS001524,26.14,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001525,CUS001525,52.57,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001526,CUS001526,29.86,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001527,CUS001527,27.96,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001528,CUS001528,45.49,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001529,CUS001529,14.12,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001530,CUS001530,24.28,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001531,CUS001531,22.5,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001532,CUS001532,18.33,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001533,CUS001533,53.38,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001534,CUS001534,41.73,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001535,CUS001535,31.01,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001536,CUS001536,7.27,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001537,CUS001537,50.9,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001538,CUS001538,34.34,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001539,CUS001539,41.19,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001540,CUS001540,29.74,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001541,CUS001541,10.21,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001542,CUS001542,24.59,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001543,CUS001543,7.92,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001544,CUS001544,24.23,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001545,CUS001545,46.65,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001546,CUS001546,38.5,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001547,CUS001547,23.86,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001548,CUS001548,33.3,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001549,CUS001549,29.23,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001550,CUS001550,17.3,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001551,CUS001551,39.21,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001552,CUS001552,15.16,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001553,CUS001553,24.37,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001554,CUS001554,37.03,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001555,CUS001555,36.24,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001556,CUS001556,11.76,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001557,CUS001557,42.79,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001558,CUS001558,25.64,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001559,CUS001559,44.53,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001560,CUS001560,8.74,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001561,CUS001561,15.27,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001562,CUS001562,37.73,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001563,CUS001563,24.77,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001564,CUS001564,18.68,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001565,CUS001565,10.02,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001566,CUS001566,38.47,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001567,CUS001567,56.61,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001568,CUS001568,12.22,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001569,CUS001569,26.73,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001570,CUS001570,53.06,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001571,CUS001571,25.99,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001572,CUS001572,36.64,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001573,CUS001573,45.13,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001574,CUS001574,32.79,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001575,CUS001575,27.57,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001576,CUS001576,26.92,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001577,CUS001577,36.18,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001578,CUS001578,47.37,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001579,CUS001579,5.94,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001580,CUS001580,25.23,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001581,CUS001581,32.32,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001582,CUS001582,24.37,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001583,CUS001583,2.43,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001584,CUS001584,15.91,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001585,CUS001585,48.7,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001586,CUS001586,47.21,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001587,CUS001587,42.65,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001588,CUS001588,18.18,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001589,CUS001589,30.76,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001590,CUS001590,19.36,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001591,CUS001591,22.03,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001592,CUS001592,47.64,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001593,CUS001593,26.39,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001594,CUS001594,20.56,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001595,CUS001595,11.33,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001596,CUS001596,45.16,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001597,CUS001597,12.63,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001598,CUS001598,34.99,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001599,CUS001599,50.8,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001600,CUS001600,42.96,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001601,CUS001601,42.24,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001602,CUS001602,26.95,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001603,CUS001603,16.47,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001604,CUS001604,52.98,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001605,CUS001605,17.42,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001606,CUS001606,54.99,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001607,CUS001607,29.32,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001608,CUS001608,26.91,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001609,CUS001609,21.73,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001610,CUS001610,35.57,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001611,CUS001611,26.51,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001612,CUS001612,25.61,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001613,CUS001613,47.14,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001614,CUS001614,39.74,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001615,CUS001615,32.33,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001616,CUS001616,23.11,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001617,CUS001617,38.62,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001618,CUS001618,45.94,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001619,CUS001619,23.64,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001620,CUS001620,18.68,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001621,CUS001621,23.73,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001622,CUS001622,36.61,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001623,CUS001623,25.95,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001624,CUS001624,18.67,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001625,CUS001625,20.87,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001626,CUS001626,38.53,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001627,CUS001627,19.08,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001628,CUS001628,24.56,Low,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001629,CUS001629,45.59,Medium,SuFinex Customer Risk Model,1.0,2026-06-30
RSK001630,CUS001630,27.9,Low,SuFinex Customer Risk Model,1.0,2026-06-30
