loan_id,customer_id,institution_id,loan_type,loan_amount,outstanding_amount,interest_rate,loan_status,start_date,end_date
LOAN001022,CUS002256,INS000004,Personal,240298.67,125114.24,13.737,Active,2021-08-23,2023-08-23
LOAN001023,CUS002190,INS000005,Auto,272550.16,76479.53,17.073,Active,2022-11-11,2026-11-11
LOAN001024,CUS008888,INS000001,Personal,213972.28,111423.2,12.085,Active,2021-12-02,2026-12-02
LOAN001025,CUS008303,INS000003,Education,115144.45,27583.22,13.668,Active,2022-03-05,2027-03-05
LOAN001026,CUS001662,INS000003,Personal,122535.49,51386.51,16.756,Active,2023-07-11,2028-07-11
LOAN001027,CUS009301,INS000002,Education,115517.42,73920.04,13.492,Active,2026-01-27,2027-01-27
LOAN001028,CUS002635,INS000001,Home,161883.4,62027.29,12.231,Active,2021-08-24,2026-08-24
LOAN001029,CUS005841,INS000005,Personal,208799.72,92090.38,10.616,Active,2021-12-08,2025-12-08
LOAN001030,CUS008573,INS000002,Personal,70609.93,483.79,8.445,Closed,2025-09-28,2027-09-28
LOAN001031,CUS007665,INS000005,Personal,50000.0,17252.52,11.296,Active,2023-11-30,2028-11-30
LOAN001032,CUS000125,INS000001,Personal,418983.11,149146.64,16.665,Closed,2021-11-24,2024-11-24
LOAN001033,CUS002538,INS000003,Personal,69619.55,13961.18,8.307,Active,2023-01-23,2026-01-23
LOAN001034,CUS004693,INS000002,Personal,50000.0,23401.85,9.091,Active,2025-03-16,2028-03-16
LOAN001035,CUS005910,INS000001,Personal,350677.65,330452.64,7.961,Active,2026-07-14,2031-07-14
LOAN001036,CUS004628,INS000002,Home,55652.01,7095.09,12.619,Active,2022-11-12,2026-11-12
LOAN001037,CUS008067,INS000005,Education,134886.37,69348.41,14.416,Active,2026-02-14,2029-02-14
LOAN001038,CUS007560,INS000005,Education,161862.39,24262.54,17.217,Active,2026-05-05,2030-05-05
LOAN001039,CUS004852,INS000002,Education,833567.72,410063.72,17.305,Active,2022-03-21,2023-03-21
LOAN001040,CUS006750,INS000002,Education,177691.24,80764.71,17.84,Closed,2022-11-25,2025-11-25
LOAN001041,CUS002877,INS000005,Personal,229207.4,78047.23,17.724,Active,2025-06-15,2029-06-15
LOAN001042,CUS005642,INS000004,Personal,173225.67,87215.59,14.868,Active,2026-02-20,2031-02-20
LOAN001043,CUS007100,INS000002,Home,50000.0,4875.25,13.351,Active,2022-09-08,2023-09-08
LOAN001044,CUS005573,INS000001,Home,154026.3,22264.38,14.276,Active,2021-11-04,2023-11-04
LOAN001045,CUS002043,INS000005,Personal,301856.72,138765.14,7.926,Active,2026-04-23,2030-04-23
LOAN001046,CUS006079,INS000002,Personal,92356.35,3995.39,11.548,Closed,2022-04-26,2027-04-26
LOAN001047,CUS004064,INS000002,Education,129417.96,105109.48,11.68,Active,2026-01-13,2028-01-13
LOAN001048,CUS008443,INS000002,Personal,68776.16,44734.36,13.201,Closed,2025-10-16,2028-10-16
LOAN001049,CUS002629,INS000004,Education,456646.01,151390.23,11.062,Closed,2024-06-19,2025-06-19
LOAN001050,CUS009544,INS000001,Personal,228406.63,81254.43,10.839,Closed,2021-11-22,2022-11-22
LOAN001051,CUS007664,INS000005,Personal,556374.52,376929.98,17.504,Active,2022-09-16,2024-09-16
LOAN001052,CUS009057,INS000005,Auto,52214.12,15360.91,10.244,Active,2025-03-22,2030-03-22
LOAN001053,CUS000450,INS000002,Personal,73600.95,28055.07,12.05,Closed,2025-11-20,2030-11-20
LOAN001054,CUS007705,INS000005,Home,242660.9,52966.07,10.687,Active,2023-07-28,2026-07-28
LOAN001055,CUS007460,INS000003,Auto,954133.68,905787.35,11.754,Closed,2026-04-11,2027-04-11
LOAN001056,CUS003892,INS000003,Education,139252.08,89540.39,10.649,Defaulted,2024-09-19,2028-09-19
LOAN001057,CUS003884,INS000004,Education,144517.34,59197.42,15.397,Closed,2025-12-09,2026-12-09
LOAN001058,CUS008497,INS000002,Auto,62866.91,57614.15,14.181,Active,2025-04-30,2029-04-30
LOAN001059,CUS002916,INS000003,Education,187024.13,103679.94,15.89,Closed,2026-03-20,2028-03-20
LOAN001060,CUS001236,INS000005,Education,311245.95,62878.69,12.284,Active,2023-02-14,2024-02-14
LOAN001061,CUS006122,INS000001,Auto,422779.78,295627.28,17.253,Active,2022-07-20,2023-07-20
LOAN001062,CUS009836,INS000005,Personal,137965.01,89850.45,9.43,Active,2024-12-17,2025-12-17
LOAN001063,CUS007506,INS000005,Home,77724.7,23484.59,15.081,Active,2021-08-26,2023-08-26
LOAN001064,CUS007341,INS000004,Personal,161993.09,52994.03,12.564,Closed,2023-10-20,2025-10-20
LOAN001065,CUS000270,INS000004,Education,162191.34,119048.93,8.722,Active,2024-04-14,2029-04-14
LOAN001066,CUS006368,INS000002,Education,491481.67,403804.39,13.428,Active,2021-10-11,2023-10-11
LOAN001067,CUS002238,INS000004,Education,572920.29,33961.04,17.871,Closed,2026-07-21,2028-07-21
LOAN001068,CUS004054,INS000005,Home,106108.51,46435.63,15.303,Active,2022-10-31,2025-10-31
LOAN001069,CUS001678,INS000002,Education,655147.43,428114.45,7.947,Active,2024-11-11,2027-11-11
LOAN001070,CUS008643,INS000001,Home,505793.98,375905.86,15.687,Active,2025-11-26,2030-11-26
LOAN001071,CUS008202,INS000004,Personal,151094.94,112274.71,8.029,Active,2022-08-24,2027-08-24
LOAN001072,CUS009886,INS000002,Personal,375735.52,327508.42,12.796,Active,2024-11-06,2026-11-06
LOAN001073,CUS007393,INS000002,Home,73752.66,66580.58,8.265,Active,2024-10-23,2027-10-23
LOAN001074,CUS004263,INS000002,Personal,65108.74,7948.17,11.246,Active,2024-03-10,2029-03-10
LOAN001075,CUS008084,INS000003,Home,557510.73,299258.96,15.896,Active,2022-12-22,2026-12-22
LOAN001076,CUS001170,INS000005,Personal,174219.22,67318.49,15.385,Active,2021-12-31,2025-12-31
LOAN001077,CUS007126,INS000003,Personal,168491.63,79294.57,11.22,Closed,2025-11-29,2027-11-29
LOAN001078,CUS007497,INS000005,Personal,166545.02,149593.39,10.62,Active,2024-06-22,2027-06-22
LOAN001079,CUS000400,INS000002,Education,76874.25,47420.99,13.619,Active,2023-11-18,2027-11-18
LOAN001080,CUS001789,INS000005,Personal,57848.25,44014.07,16.408,Active,2023-07-30,2026-07-30
LOAN001081,CUS002194,INS000004,Personal,69654.43,34934.46,10.64,Active,2022-08-22,2023-08-22
LOAN001082,CUS005362,INS000004,Personal,329126.49,107328.39,9.167,Active,2023-09-04,2028-09-04
LOAN001083,CUS009565,INS000002,Education,354086.53,310063.01,16.994,Active,2023-09-21,2025-09-21
LOAN001084,CUS002173,INS000002,Education,595366.69,195911.58,11.439,Closed,2022-12-14,2025-12-14
LOAN001085,CUS005078,INS000001,Personal,50000.0,784.67,14.529,Active,2025-12-28,2027-12-28
LOAN001086,CUS008933,INS000001,Personal,137269.25,8605.39,10.138,Active,2024-04-30,2028-04-30
LOAN001087,CUS000567,INS000003,Personal,316350.35,81942.43,9.486,Defaulted,2022-09-10,2026-09-10
LOAN001088,CUS000068,INS000002,Auto,108040.47,88108.92,14.387,Closed,2022-12-10,2024-12-10
LOAN001089,CUS007178,INS000005,Home,150289.22,33873.43,11.432,Active,2022-03-25,2027-03-25
LOAN001090,CUS004370,INS000001,Personal,172560.82,153198.34,9.208,Closed,2023-07-28,2027-07-28
LOAN001091,CUS000154,INS000001,Education,99713.11,69897.74,8.664,Closed,2023-09-21,2025-09-21
LOAN001092,CUS004446,INS000005,Personal,91618.24,8984.92,10.029,Closed,2023-11-11,2028-11-11
LOAN001093,CUS002228,INS000001,Education,263004.65,132374.19,10.685,Active,2025-06-08,2030-06-08
LOAN001094,CUS006855,INS000001,Personal,61892.95,4538.15,12.391,Active,2026-01-29,2027-01-29
LOAN001095,CUS008758,INS000001,Personal,136085.89,41846.5,16.376,Active,2023-07-30,2024-07-30
LOAN001096,CUS005464,INS000003,Auto,134271.04,29609.08,14.029,Active,2022-11-18,2023-11-18
LOAN001097,CUS000188,INS000001,Personal,264478.41,149776.96,8.589,Active,2026-03-17,2027-03-17
LOAN001098,CUS001492,INS000002,Personal,360149.08,207050.04,15.796,Active,2026-07-28,2029-07-28
LOAN001099,CUS008227,INS000002,Education,161725.42,21781.62,7.643,Closed,2024-11-26,2025-11-26
LOAN001100,CUS005748,INS000005,Auto,73090.33,54523.37,10.661,Closed,2025-06-12,2030-06-12
LOAN001101,CUS005273,INS000002,Personal,65658.8,30813.55,13.054,Active,2023-10-04,2027-10-04
LOAN001102,CUS009153,INS000002,Education,262944.02,212856.73,15.193,Active,2022-10-23,2024-10-23
LOAN001103,CUS006681,INS000004,Home,82245.64,46416.4,8.664,Active,2025-06-30,2030-06-30
LOAN001104,CUS006782,INS000003,Personal,63395.1,29191.7,8.757,Active,2025-09-21,2027-09-21
LOAN001105,CUS008046,INS000001,Personal,50000.0,30594.65,17.462,Active,2025-07-15,2029-07-15
LOAN001106,CUS008053,INS000003,Home,194356.49,144214.95,16.081,Active,2021-08-30,2024-08-30
LOAN001107,CUS004176,INS000001,Personal,87155.34,24221.87,8.697,Active,2022-11-06,2026-11-06
LOAN001108,CUS003828,INS000004,Personal,55448.74,11051.5,14.156,Closed,2023-05-17,2028-05-17
LOAN001109,CUS001311,INS000001,Personal,189497.83,165238.33,17.439,Active,2024-10-31,2028-10-31
LOAN001110,CUS006770,INS000001,Personal,313512.65,43683.76,15.451,Active,2023-08-12,2028-08-12
LOAN001111,CUS004539,INS000003,Education,168920.71,142643.44,9.467,Active,2023-06-25,2026-06-25
LOAN001112,CUS008988,INS000001,Personal,65298.14,40182.26,17.482,Active,2022-10-29,2024-10-29
LOAN001113,CUS007969,INS000003,Personal,53332.8,21781.77,17.815,Active,2024-12-21,2027-12-21
LOAN001114,CUS006271,INS000005,Education,65171.13,21148.15,14.197,Closed,2023-10-18,2024-10-18
LOAN001115,CUS009286,INS000003,Personal,448482.71,278459.15,15.313,Active,2024-08-30,2027-08-30
LOAN001116,CUS007247,INS000001,Home,448141.96,241181.97,10.506,Active,2025-04-22,2030-04-22
LOAN001117,CUS009324,INS000003,Education,108638.12,42604.72,15.257,Active,2022-03-20,2023-03-20
LOAN001118,CUS000319,INS000002,Personal,284070.66,83360.3,10.764,Active,2024-10-24,2028-10-24
LOAN001119,CUS004331,INS000004,Personal,612400.38,99579.61,7.995,Active,2023-03-01,2024-03-01
LOAN001120,CUS006210,INS000005,Auto,149342.82,137442.11,14.936,Active,2024-01-21,2028-01-21
LOAN001121,CUS001876,INS000005,Auto,141290.87,124458.66,12.203,Closed,2022-06-24,2025-06-24
LOAN001122,CUS009266,INS000001,Personal,180347.23,97620.39,8.065,Active,2026-06-28,2028-06-28
LOAN001123,CUS009845,INS000004,Auto,223527.33,40430.64,8.657,Active,2026-01-30,2027-01-30
LOAN001124,CUS002851,INS000003,Home,164657.74,38446.03,10.061,Active,2022-06-23,2024-06-23
LOAN001125,CUS003689,INS000001,Personal,284447.95,72275.74,9.403,Active,2024-02-08,2025-02-08
LOAN001126,CUS008782,INS000002,Personal,97008.38,29867.7,16.32,Active,2022-02-09,2026-02-09
LOAN001127,CUS005203,INS000001,Education,145557.91,118354.11,11.417,Active,2023-07-02,2028-07-02
LOAN001128,CUS008308,INS000004,Home,472661.81,67636.58,8.368,Active,2021-09-01,2024-09-01
LOAN001129,CUS004580,INS000003,Auto,160742.99,73773.07,12.633,Active,2025-07-06,2029-07-06
LOAN001130,CUS001839,INS000003,Personal,53034.2,10740.12,9.234,Active,2022-06-07,2026-06-07
LOAN001131,CUS006213,INS000004,Home,56953.06,12873.63,8.919,Active,2024-09-24,2025-09-24
LOAN001132,CUS005158,INS000005,Home,339881.12,204505.2,12.972,Active,2025-03-31,2028-03-31
LOAN001133,CUS003564,INS000002,Personal,156207.26,115106.83,9.811,Active,2024-03-17,2028-03-17
LOAN001134,CUS001248,INS000002,Home,74144.3,49785.5,9.947,Active,2025-07-24,2027-07-24
LOAN001135,CUS003785,INS000003,Home,293158.04,207601.08,13.202,Closed,2021-08-14,2024-08-14
LOAN001136,CUS005607,INS000001,Home,141419.94,46494.79,17.904,Active,2023-07-21,2025-07-21
LOAN001137,CUS004298,INS000004,Home,1758027.01,1055937.85,17.845,Active,2023-05-29,2028-05-29
LOAN001138,CUS009575,INS000004,Personal,107027.89,26936.31,17.953,Active,2025-09-12,2030-09-12
LOAN001139,CUS004781,INS000005,Auto,325656.92,284581.12,8.17,Closed,2024-05-11,2026-05-11
LOAN001140,CUS004425,INS000003,Personal,140242.06,129537.57,16.752,Active,2025-12-22,2027-12-22
LOAN001141,CUS000348,INS000001,Personal,284414.83,210965.57,13.333,Active,2024-09-22,2029-09-22
LOAN001142,CUS006593,INS000005,Auto,157659.0,43241.86,16.911,Active,2024-03-20,2029-03-20
LOAN001143,CUS001596,INS000005,Auto,50000.0,35707.76,16.788,Active,2025-07-29,2027-07-29
LOAN001144,CUS001237,INS000001,Personal,50000.0,30578.9,14.455,Active,2022-09-28,2024-09-28
LOAN001145,CUS005033,INS000004,Personal,259782.34,234432.48,8.632,Active,2023-07-06,2025-07-06
LOAN001146,CUS006878,INS000004,Auto,86652.46,5489.44,17.51,Closed,2023-03-14,2024-03-14
LOAN001147,CUS005121,INS000001,Auto,112679.82,3168.44,15.288,Active,2025-12-19,2030-12-19
LOAN001148,CUS007146,INS000002,Home,328549.07,3873.96,13.778,Closed,2024-05-04,2026-05-04
LOAN001149,CUS005931,INS000003,Education,494766.42,401983.74,13.707,Closed,2025-06-03,2028-06-03
LOAN001150,CUS004516,INS000001,Personal,137762.75,90594.55,15.176,Active,2025-06-26,2029-06-26
LOAN001151,CUS003486,INS000003,Home,323949.42,208236.24,13.832,Active,2023-05-08,2026-05-08
LOAN001152,CUS008796,INS000004,Auto,74249.23,53658.98,10.806,Active,2025-06-30,2029-06-30
LOAN001153,CUS002399,INS000005,Personal,246807.97,228164.83,13.977,Active,2025-03-31,2030-03-31
LOAN001154,CUS001502,INS000002,Education,114067.49,58268.24,17.864,Active,2024-05-26,2026-05-26
LOAN001155,CUS002365,INS000003,Home,87237.19,29820.18,13.605,Closed,2023-01-04,2027-01-04
LOAN001156,CUS009433,INS000005,Home,130139.13,27402.27,9.989,Active,2023-04-12,2026-04-12
LOAN001157,CUS005369,INS000004,Auto,193001.55,11543.81,14.007,Active,2023-05-11,2025-05-11
LOAN001158,CUS008451,INS000001,Personal,78834.78,30014.8,17.677,Active,2026-02-22,2028-02-22
LOAN001159,CUS005633,INS000002,Personal,109005.1,57000.64,16.411,Active,2024-05-23,2027-05-23
LOAN001160,CUS009338,INS000004,Personal,119048.2,82577.64,9.859,Active,2026-07-27,2031-07-27
LOAN001161,CUS002656,INS000004,Personal,328595.09,304906.96,13.203,Closed,2025-04-22,2029-04-22
LOAN001162,CUS005223,INS000001,Personal,71840.17,47118.34,10.02,Active,2026-07-15,2030-07-15
LOAN001163,CUS008470,INS000004,Personal,50000.0,16345.23,14.165,Defaulted,2023-12-05,2028-12-05
LOAN001164,CUS005877,INS000005,Personal,86608.28,68.52,11.5,Active,2025-09-14,2028-09-14
LOAN001165,CUS005410,INS000005,Personal,106238.12,100234.31,10.625,Active,2025-04-22,2026-04-22
LOAN001166,CUS005138,INS000001,Home,1448390.86,1153001.41,10.384,Closed,2022-02-10,2023-02-10
LOAN001167,CUS005918,INS000002,Personal,339221.59,80824.66,10.877,Active,2023-08-19,2026-08-19
LOAN001168,CUS006323,INS000005,Personal,139184.0,111062.45,16.063,Active,2022-11-15,2023-11-15
LOAN001169,CUS007311,INS000005,Personal,332264.28,169905.79,16.328,Active,2022-09-28,2025-09-28
LOAN001170,CUS002025,INS000004,Personal,66305.88,60240.59,16.736,Active,2022-11-18,2024-11-18
LOAN001171,CUS001697,INS000004,Personal,177535.76,167227.83,8.478,Closed,2024-12-16,2029-12-16
LOAN001172,CUS008440,INS000002,Education,238635.47,86133.6,9.055,Active,2024-02-15,2028-02-15
LOAN001173,CUS007278,INS000004,Personal,208258.76,41366.86,9.242,Active,2024-01-04,2027-01-04
LOAN001174,CUS007821,INS000005,Auto,80582.52,57286.32,12.908,Active,2022-08-12,2027-08-12
LOAN001175,CUS000608,INS000001,Auto,71027.32,15852.37,10.08,Active,2023-05-24,2024-05-24
LOAN001176,CUS009581,INS000005,Home,180308.56,20226.01,15.523,Active,2022-08-25,2023-08-25
LOAN001177,CUS001116,INS000004,Home,187308.74,54124.84,17.009,Active,2021-12-01,2022-12-01
LOAN001178,CUS007702,INS000003,Personal,57159.74,31459.69,16.03,Active,2026-06-26,2029-06-26
LOAN001179,CUS001960,INS000005,Auto,51415.96,31002.19,11.756,Active,2022-10-13,2027-10-13
LOAN001180,CUS004018,INS000003,Home,50000.0,16286.98,12.297,Active,2025-09-27,2026-09-27
LOAN001181,CUS009474,INS000005,Home,88398.79,63293.96,7.927,Active,2023-09-16,2025-09-16
LOAN001182,CUS003956,INS000001,Education,473848.92,70305.93,8.562,Closed,2025-05-02,2028-05-02
LOAN001183,CUS009094,INS000002,Education,116080.49,50085.04,14.168,Active,2024-11-28,2029-11-28
LOAN001184,CUS003820,INS000003,Home,84091.11,72095.0,8.917,Closed,2024-06-16,2026-06-16
LOAN001185,CUS009355,INS000003,Home,139183.86,73674.35,14.29,Active,2022-01-31,2023-01-31
LOAN001186,CUS002063,INS000001,Personal,265864.77,191756.12,10.566,Active,2023-02-09,2027-02-09
LOAN001187,CUS009230,INS000002,Auto,241200.09,221612.65,17.093,Active,2021-09-04,2022-09-04
LOAN001188,CUS003022,INS000004,Personal,188287.84,30485.73,12.926,Closed,2023-04-11,2025-04-11
LOAN001189,CUS005578,INS000004,Home,359889.76,238165.61,12.225,Active,2024-10-16,2025-10-16
LOAN001190,CUS001301,INS000005,Home,265713.31,213770.69,9.586,Active,2024-05-08,2025-05-08
LOAN001191,CUS007796,INS000003,Home,50000.0,1281.82,17.384,Active,2024-10-13,2027-10-13
LOAN001192,CUS009087,INS000001,Personal,248210.05,34013.89,16.37,Active,2024-09-29,2027-09-29
LOAN001193,CUS006760,INS000005,Personal,540044.92,431097.3,11.393,Active,2023-03-13,2027-03-13
LOAN001194,CUS009223,INS000003,Personal,494276.78,396704.76,13.525,Active,2025-09-14,2029-09-14
LOAN001195,CUS005270,INS000003,Personal,154365.9,113267.56,12.768,Active,2022-07-12,2024-07-12
LOAN001196,CUS006196,INS000001,Education,169755.26,20027.13,17.353,Active,2024-12-13,2026-12-13
LOAN001197,CUS001350,INS000001,Auto,59877.24,8237.42,17.005,Active,2023-05-06,2024-05-06
LOAN001198,CUS007110,INS000001,Home,360635.89,157446.1,8.878,Active,2023-08-21,2024-08-21
LOAN001199,CUS004463,INS000001,Education,217397.36,99336.85,17.125,Active,2022-01-18,2027-01-18
LOAN001200,CUS005640,INS000004,Personal,167077.72,18512.78,9.575,Active,2023-10-01,2027-10-01
LOAN001201,CUS006582,INS000004,Auto,165047.36,147396.56,17.151,Closed,2022-02-03,2025-02-03
LOAN001202,CUS006863,INS000005,Education,55240.69,32325.05,17.073,Active,2022-06-09,2026-06-09
LOAN001203,CUS004500,INS000001,Personal,169063.43,47942.25,9.294,Closed,2026-02-26,2028-02-26
LOAN001204,CUS007041,INS000003,Personal,829159.23,730434.06,14.514,Defaulted,2023-06-15,2027-06-15
LOAN001205,CUS000715,INS000003,Education,59605.41,46163.37,10.508,Active,2023-04-20,2027-04-20
LOAN001206,CUS004775,INS000004,Home,285250.37,259150.99,9.284,Active,2022-01-05,2023-01-05
LOAN001207,CUS007844,INS000001,Home,142992.11,26615.43,14.671,Active,2024-10-01,2026-10-01
LOAN001208,CUS002807,INS000004,Home,88197.88,58251.25,14.762,Active,2022-02-26,2023-02-26
LOAN001209,CUS004100,INS000004,Home,1164745.93,1009110.09,10.919,Active,2023-03-28,2025-03-28
LOAN001210,CUS003315,INS000001,Home,140029.33,129385.67,13.855,Closed,2025-09-05,2028-09-05
LOAN001211,CUS002067,INS000001,Home,135248.02,98452.66,10.304,Active,2024-08-08,2027-08-08
LOAN001212,CUS001383,INS000002,Auto,151476.69,54126.33,14.755,Active,2025-01-12,2028-01-12
LOAN001213,CUS007625,INS000003,Personal,146291.25,19772.21,15.528,Active,2023-05-19,2028-05-19
LOAN001214,CUS001339,INS000004,Personal,83288.87,76072.52,11.633,Active,2023-12-29,2024-12-29
LOAN001215,CUS006489,INS000004,Personal,100221.05,38880.91,10.396,Active,2025-03-10,2029-03-10
LOAN001216,CUS007104,INS000002,Personal,564063.95,40292.7,9.074,Active,2024-10-13,2027-10-13
LOAN001217,CUS006010,INS000005,Home,647095.19,187147.32,17.762,Active,2026-07-27,2028-07-27
LOAN001218,CUS008507,INS000002,Auto,50000.0,19281.06,14.793,Active,2022-10-05,2025-10-05
LOAN001219,CUS006093,INS000002,Education,419651.57,301198.76,10.515,Active,2024-02-28,2026-02-28
LOAN001220,CUS001841,INS000004,Personal,87368.56,28889.79,9.814,Active,2022-03-12,2026-03-12
LOAN001221,CUS002119,INS000003,Home,211593.14,132406.58,15.596,Active,2023-05-01,2027-05-01
LOAN001222,CUS007968,INS000005,Auto,299042.37,22796.54,14.989,Closed,2023-07-19,2028-07-19
LOAN001223,CUS008232,INS000002,Education,249408.08,19184.72,11.044,Active,2021-11-17,2023-11-17
LOAN001224,CUS007877,INS000003,Personal,216330.34,38635.06,15.569,Active,2022-01-24,2024-01-24
LOAN001225,CUS004257,INS000004,Home,191873.93,55032.41,13.312,Active,2026-02-18,2030-02-18
LOAN001226,CUS006824,INS000004,Auto,95151.64,83577.8,14.572,Closed,2022-01-16,2027-01-16
LOAN001227,CUS002184,INS000003,Auto,327414.64,28082.24,7.548,Active,2024-06-10,2029-06-10
LOAN001228,CUS009776,INS000003,Home,82544.74,3504.01,8.597,Active,2023-01-02,2028-01-02
LOAN001229,CUS002733,INS000001,Education,50000.0,6520.37,16.879,Active,2023-06-18,2025-06-18
LOAN001230,CUS002883,INS000002,Personal,319763.23,149644.15,9.855,Active,2025-11-07,2026-11-07
LOAN001231,CUS007869,INS000002,Auto,239323.32,180633.53,9.17,Closed,2022-01-16,2023-01-16
LOAN001232,CUS003021,INS000002,Home,393644.8,366206.64,9.214,Active,2024-10-26,2029-10-26
LOAN001233,CUS008151,INS000003,Personal,558676.38,156880.71,16.766,Active,2022-08-10,2025-08-10
LOAN001234,CUS002869,INS000002,Personal,101503.88,55591.94,17.136,Active,2025-01-30,2029-01-30
LOAN001235,CUS002220,INS000005,Home,71700.88,44280.56,11.707,Active,2025-08-11,2027-08-11
LOAN001236,CUS003966,INS000005,Education,459765.92,396271.38,14.633,Closed,2026-06-11,2030-06-11
LOAN001237,CUS004402,INS000003,Education,152344.4,105608.64,16.08,Active,2026-04-14,2030-04-14
LOAN001238,CUS000055,INS000003,Auto,260568.24,33485.57,17.867,Active,2023-12-03,2024-12-03
LOAN001239,CUS004420,INS000005,Personal,238949.0,146854.49,15.279,Active,2025-06-20,2029-06-20
LOAN001240,CUS001973,INS000002,Personal,1174075.3,677393.79,17.412,Closed,2022-04-29,2025-04-29
LOAN001241,CUS006351,INS000002,Home,139000.13,49081.59,14.332,Active,2024-07-18,2026-07-18
LOAN001242,CUS000475,INS000003,Education,289567.51,97204.56,7.843,Active,2023-10-31,2024-10-31
LOAN001243,CUS001683,INS000003,Home,50000.0,42530.28,14.283,Active,2023-09-30,2026-09-30
LOAN001244,CUS002163,INS000003,Personal,156676.95,16834.72,13.349,Active,2023-11-29,2028-11-29
LOAN001245,CUS004501,INS000002,Auto,199587.39,81642.18,13.656,Active,2025-01-02,2030-01-02
LOAN001246,CUS000549,INS000001,Personal,50000.0,36351.68,7.956,Active,2022-02-01,2023-02-01
LOAN001247,CUS007576,INS000002,Personal,431177.7,299162.5,10.134,Active,2025-07-04,2027-07-04
LOAN001248,CUS001824,INS000005,Education,248539.59,42503.54,11.616,Active,2026-02-18,2030-02-18
LOAN001249,CUS006373,INS000001,Home,137870.36,63906.83,17.294,Active,2025-12-25,2027-12-25
LOAN001250,CUS009141,INS000001,Education,337256.43,280638.34,12.783,Closed,2024-09-30,2029-09-30
LOAN001251,CUS001943,INS000005,Personal,395688.4,38080.68,9.056,Active,2024-03-31,2029-03-31
LOAN001252,CUS004406,INS000004,Personal,211088.3,11339.54,14.347,Active,2023-09-16,2025-09-16
LOAN001253,CUS005191,INS000005,Auto,101550.62,28437.49,9.603,Active,2022-04-24,2025-04-24
LOAN001254,CUS008141,INS000004,Personal,405776.12,83368.42,16.648,Closed,2022-05-12,2025-05-12
LOAN001255,CUS002114,INS000002,Personal,91405.2,77275.04,15.125,Closed,2025-07-13,2030-07-13
LOAN001256,CUS006991,INS000004,Personal,528649.58,149651.27,9.777,Closed,2025-09-10,2026-09-10
LOAN001257,CUS002240,INS000003,Auto,389242.51,140221.63,14.363,Active,2022-09-23,2027-09-23
LOAN001258,CUS003954,INS000003,Personal,335067.05,91698.36,16.484,Active,2023-03-02,2028-03-02
LOAN001259,CUS001927,INS000005,Personal,519597.28,76505.33,14.528,Active,2023-06-30,2027-06-30
LOAN001260,CUS008750,INS000001,Auto,116805.71,30961.43,11.346,Closed,2024-08-17,2027-08-17
LOAN001261,CUS001125,INS000005,Personal,99329.39,441.69,17.555,Defaulted,2026-05-29,2030-05-29
LOAN001262,CUS006609,INS000002,Education,244831.83,171882.72,7.574,Active,2026-01-04,2031-01-04
LOAN001263,CUS005048,INS000003,Personal,173414.03,147603.93,8.289,Active,2025-02-08,2029-02-08
LOAN001264,CUS006780,INS000004,Education,660328.18,181477.38,10.604,Active,2024-05-06,2028-05-06
LOAN001265,CUS009010,INS000002,Education,492136.59,25070.4,11.221,Active,2023-01-25,2027-01-25
LOAN001266,CUS007888,INS000001,Personal,50000.0,9237.25,14.161,Active,2024-07-30,2029-07-30
LOAN001267,CUS009653,INS000001,Education,117164.81,11833.55,11.438,Active,2023-01-20,2025-01-20
LOAN001268,CUS007859,INS000003,Personal,71534.82,41604.58,15.338,Active,2021-08-29,2024-08-29
LOAN001269,CUS005623,INS000002,Personal,200439.96,148332.18,10.224,Closed,2025-10-18,2030-10-18
LOAN001270,CUS007436,INS000001,Auto,166572.84,97477.03,9.059,Active,2022-06-08,2025-06-08
LOAN001271,CUS006288,INS000001,Home,913725.4,258652.08,14.027,Active,2023-10-13,2025-10-13
LOAN001272,CUS005355,INS000001,Personal,884784.59,577456.29,9.697,Active,2025-12-17,2028-12-17
LOAN001273,CUS008737,INS000004,Personal,128599.47,96049.37,11.068,Active,2025-12-19,2028-12-19
LOAN001274,CUS001074,INS000003,Personal,181577.46,41444.17,8.537,Active,2022-04-22,2027-04-22
LOAN001275,CUS003803,INS000004,Personal,98352.07,84830.02,16.822,Active,2025-12-20,2029-12-20
LOAN001276,CUS002410,INS000005,Personal,73900.87,258.41,8.935,Active,2022-01-06,2023-01-06
LOAN001277,CUS002073,INS000003,Personal,150446.06,58979.19,16.021,Active,2025-05-21,2027-05-21
LOAN001278,CUS001387,INS000001,Auto,451673.33,71103.15,9.213,Active,2025-02-20,2027-02-20
LOAN001279,CUS005019,INS000004,Home,292593.01,204718.26,12.486,Active,2021-12-05,2026-12-05
LOAN001280,CUS006976,INS000001,Auto,1222775.79,911020.36,12.364,Active,2024-11-16,2025-11-16
LOAN001281,CUS002931,INS000004,Home,595661.04,221564.54,13.503,Active,2023-02-20,2025-02-20
LOAN001282,CUS005660,INS000002,Personal,104775.8,84911.71,8.42,Closed,2025-12-29,2026-12-29
LOAN001283,CUS008627,INS000001,Personal,50000.0,3083.22,13.478,Active,2026-06-28,2029-06-28
LOAN001284,CUS008730,INS000003,Education,120610.62,21532.9,7.919,Active,2026-05-07,2028-05-07
