ticket_id,customer_id,institution_id,issue_category,priority,status,created_date,resolved_date
TKT000843,CUS001758,INS000002,Technical Issue,Medium,Resolved,2025-02-23,2025-02-27
TKT000844,CUS002652,INS000002,Payment Issue,Medium,Closed,2026-03-30,2026-04-04
TKT000845,CUS002658,INS000003,Transaction Issue,High,In Progress,2026-01-10,
TKT000846,CUS004334,INS000002,Transaction Issue,High,In Progress,2026-06-12,
TKT000847,CUS008450,INS000005,Card Issue,Critical,Resolved,2025-02-02,2025-02-06
TKT000848,CUS004364,INS000005,Payment Issue,Medium,Closed,2026-03-07,2026-03-13
TKT000849,CUS000298,INS000003,Account Issue,High,Open,2024-12-19,
TKT000850,CUS001870,INS000001,Card Issue,Medium,In Progress,2025-07-26,
TKT000851,CUS009651,INS000002,Account Issue,Low,Resolved,2026-01-07,2026-01-10
TKT000852,CUS008249,INS000004,Fraud Report,Medium,Resolved,2025-08-12,2025-08-19
TKT000853,CUS008179,INS000004,Card Issue,Low,Resolved,2025-08-04,2025-08-09
TKT000854,CUS002267,INS000003,Transaction Issue,High,Closed,2025-11-24,2025-11-29
TKT000855,CUS006019,INS000003,Loan Query,Medium,Resolved,2025-01-26,2025-01-29
TKT000856,CUS003955,INS000001,Card Issue,Low,In Progress,2025-04-11,
TKT000857,CUS002352,INS000005,Technical Issue,Critical,Closed,2025-09-10,2025-09-12
TKT000858,CUS002683,INS000004,Loan Query,Medium,Resolved,2025-01-18,2025-01-23
TKT000859,CUS002946,INS000002,Payment Issue,Low,In Progress,2025-04-16,
TKT000860,CUS000963,INS000002,Transaction Issue,High,Open,2024-10-31,
TKT000861,CUS009334,INS000003,Card Issue,High,Closed,2025-06-23,2025-06-28
TKT000862,CUS008866,INS000002,Account Issue,Low,Resolved,2024-09-05,2024-09-07
TKT000863,CUS009264,INS000005,Payment Issue,Medium,Resolved,2026-02-08,2026-02-15
TKT000864,CUS009376,INS000005,Card Issue,Critical,Closed,2025-04-30,2025-05-04
TKT000865,CUS004948,INS000004,Transaction Issue,Low,Resolved,2025-04-14,2025-04-21
TKT000866,CUS001697,INS000004,Card Issue,High,In Progress,2025-05-05,
TKT000867,CUS000322,INS000002,Fraud Report,Medium,Resolved,2026-03-08,2026-03-14
TKT000868,CUS000983,INS000004,Payment Issue,Medium,Closed,2025-02-23,2025-02-24
TKT000869,CUS000062,INS000004,Fraud Report,High,Resolved,2026-07-07,2026-07-14
TKT000870,CUS004591,INS000001,Transaction Issue,Medium,Resolved,2026-06-10,2026-06-12
TKT000871,CUS007446,INS000001,Fraud Report,High,Closed,2025-10-22,2025-10-23
TKT000872,CUS001571,INS000004,Account Issue,Medium,Resolved,2024-10-28,2024-11-02
TKT000873,CUS009861,INS000001,Card Issue,Low,Resolved,2025-02-02,2025-02-09
TKT000874,CUS007327,INS000003,Loan Query,Medium,Resolved,2025-01-08,2025-01-09
TKT000875,CUS008531,INS000001,Transaction Issue,Medium,Closed,2024-12-15,2024-12-18
TKT000876,CUS009480,INS000001,Fraud Report,Low,Resolved,2024-09-26,2024-10-02
TKT000877,CUS005582,INS000003,Card Issue,Low,Resolved,2025-06-27,2025-07-04
TKT000878,CUS003207,INS000003,Fraud Report,Medium,Resolved,2025-06-15,2025-06-19
TKT000879,CUS008499,INS000005,Transaction Issue,High,Resolved,2026-06-20,2026-06-25
TKT000880,CUS005217,INS000002,Card Issue,Low,Closed,2026-04-27,2026-04-29
TKT000881,CUS007000,INS000004,Transaction Issue,Low,Resolved,2026-07-20,2026-07-23
TKT000882,CUS004121,INS000002,Transaction Issue,Low,Resolved,2026-01-14,2026-01-18
TKT000883,CUS007383,INS000005,Payment Issue,Low,Resolved,2026-01-11,2026-01-17
TKT000884,CUS009863,INS000002,Transaction Issue,High,Closed,2025-10-24,2025-10-25
TKT000885,CUS007284,INS000001,Payment Issue,Low,Closed,2025-05-04,2025-05-10
TKT000886,CUS006823,INS000005,Card Issue,Medium,Open,2025-07-11,
TKT000887,CUS009434,INS000002,Payment Issue,Medium,Resolved,2025-09-20,2025-09-22
TKT000888,CUS005921,INS000001,Payment Issue,High,Closed,2026-07-06,2026-07-09
TKT000889,CUS003240,INS000004,Payment Issue,Medium,Resolved,2025-12-11,2025-12-18
TKT000890,CUS009210,INS000003,Fraud Report,Low,Closed,2025-03-31,2025-04-07
TKT000891,CUS000335,INS000004,Fraud Report,Low,In Progress,2025-07-07,
TKT000892,CUS003864,INS000001,Fraud Report,Low,Resolved,2026-04-08,2026-04-13
TKT000893,CUS000948,INS000004,Payment Issue,Low,Resolved,2025-11-18,2025-11-23
TKT000894,CUS006377,INS000005,Loan Query,Low,Resolved,2025-08-14,2025-08-15
TKT000895,CUS004161,INS000001,Loan Query,Low,Closed,2025-01-16,2025-01-19
TKT000896,CUS002536,INS000005,Transaction Issue,Critical,Resolved,2026-06-25,2026-06-29
TKT000897,CUS005251,INS000004,Account Issue,Medium,Resolved,2026-01-14,2026-01-21
TKT000898,CUS005716,INS000005,Payment Issue,Medium,Open,2025-02-02,
TKT000899,CUS003785,INS000003,Payment Issue,Medium,Closed,2026-07-06,2026-07-13
TKT000900,CUS004873,INS000004,Card Issue,Low,Closed,2025-02-22,2025-02-24
TKT000901,CUS002395,INS000003,Transaction Issue,Medium,Resolved,2025-03-13,2025-03-17
TKT000902,CUS004696,INS000002,Fraud Report,Medium,Closed,2024-11-04,2024-11-08
TKT000903,CUS002408,INS000001,Payment Issue,Critical,In Progress,2025-08-06,
TKT000904,CUS009151,INS000001,Transaction Issue,Low,Open,2025-08-17,
TKT000905,CUS000702,INS000003,Payment Issue,Low,Closed,2026-04-01,2026-04-06
TKT000906,CUS002765,INS000004,Technical Issue,Low,Closed,2026-04-22,2026-04-28
TKT000907,CUS003228,INS000004,Payment Issue,Medium,Closed,2025-04-12,2025-04-16
TKT000908,CUS009235,INS000001,Payment Issue,Low,Resolved,2024-10-14,2024-10-16
TKT000909,CUS008883,INS000001,Loan Query,Medium,Resolved,2024-08-17,2024-08-18
TKT000910,CUS000859,INS000001,Transaction Issue,Low,Closed,2024-08-20,2024-08-24
TKT000911,CUS008295,INS000005,Fraud Report,Low,Resolved,2024-08-13,2024-08-15
TKT000912,CUS008596,INS000002,Loan Query,High,Open,2024-11-29,
TKT000913,CUS000711,INS000005,Technical Issue,Medium,Resolved,2026-05-07,2026-05-11
TKT000914,CUS007409,INS000005,Account Issue,Low,Resolved,2026-07-31,2026-08-02
TKT000915,CUS003809,INS000003,Technical Issue,Medium,In Progress,2025-09-16,
TKT000916,CUS000863,INS000003,Account Issue,Medium,Resolved,2025-08-12,2025-08-17
TKT000917,CUS009228,INS000004,Payment Issue,High,Closed,2025-05-05,2025-05-09
TKT000918,CUS008807,INS000001,Transaction Issue,Low,Resolved,2025-04-18,2025-04-21
TKT000919,CUS008394,INS000002,Payment Issue,Medium,In Progress,2025-10-01,
TKT000920,CUS008271,INS000004,Fraud Report,Low,Resolved,2025-09-09,2025-09-15
TKT000921,CUS005563,INS000002,Card Issue,High,In Progress,2024-09-05,
TKT000922,CUS004307,INS000001,Technical Issue,Low,Closed,2025-01-31,2025-02-01
TKT000923,CUS000442,INS000005,Technical Issue,Medium,Closed,2026-06-04,2026-06-07
TKT000924,CUS005305,INS000002,Transaction Issue,Medium,Closed,2024-10-29,2024-10-31
TKT000925,CUS000621,INS000005,Transaction Issue,Medium,Resolved,2024-10-01,2024-10-07
TKT000926,CUS002957,INS000004,Account Issue,Low,Closed,2024-08-17,2024-08-20
TKT000927,CUS002002,INS000003,Transaction Issue,Low,Resolved,2025-11-12,2025-11-19
TKT000928,CUS007156,INS000005,Payment Issue,Medium,Closed,2025-06-20,2025-06-23
TKT000929,CUS005191,INS000005,Card Issue,Low,Resolved,2025-11-14,2025-11-20
TKT000930,CUS005118,INS000002,Account Issue,Medium,Open,2025-12-28,
TKT000931,CUS003256,INS000005,Payment Issue,Low,In Progress,2026-01-11,
TKT000932,CUS006019,INS000003,Account Issue,Low,Resolved,2025-02-11,2025-02-12
TKT000933,CUS003475,INS000002,Payment Issue,Low,Resolved,2025-03-04,2025-03-06
TKT000934,CUS001469,INS000001,Fraud Report,Medium,Resolved,2025-11-15,2025-11-17
TKT000935,CUS002528,INS000003,Payment Issue,Medium,In Progress,2026-06-19,
TKT000936,CUS004262,INS000002,Transaction Issue,High,Closed,2025-10-12,2025-10-19
TKT000937,CUS000056,INS000001,Fraud Report,Low,Resolved,2025-03-02,2025-03-05
TKT000938,CUS001905,INS000004,Transaction Issue,Low,In Progress,2026-07-16,
TKT000939,CUS003476,INS000001,Card Issue,Medium,Resolved,2025-07-28,2025-08-03
TKT000940,CUS002413,INS000003,Technical Issue,Low,Closed,2026-07-02,2026-07-06
TKT000941,CUS003030,INS000005,Payment Issue,Critical,Open,2024-08-24,
TKT000942,CUS006251,INS000004,Account Issue,Low,Resolved,2024-11-09,2024-11-10
TKT000943,CUS001760,INS000002,Payment Issue,Medium,Resolved,2026-02-24,2026-02-28
TKT000944,CUS005614,INS000001,Transaction Issue,High,Closed,2025-08-20,2025-08-21
TKT000945,CUS002510,INS000004,Transaction Issue,Low,Resolved,2024-12-19,2024-12-24
TKT000946,CUS004143,INS000001,Payment Issue,Low,Resolved,2025-01-27,2025-01-30
TKT000947,CUS002855,INS000005,Transaction Issue,Medium,Closed,2025-05-21,2025-05-28
TKT000948,CUS009952,INS000001,Transaction Issue,Medium,Closed,2026-03-30,2026-03-31
TKT000949,CUS002328,INS000001,Payment Issue,High,Resolved,2025-02-17,2025-02-18
TKT000950,CUS006751,INS000003,Card Issue,High,Closed,2025-10-29,2025-11-03
TKT000951,CUS007167,INS000004,Payment Issue,Medium,Closed,2026-04-20,2026-04-22
TKT000952,CUS004314,INS000003,Payment Issue,Medium,Resolved,2026-06-19,2026-06-21
TKT000953,CUS000742,INS000005,Payment Issue,Low,Closed,2025-10-07,2025-10-14
TKT000954,CUS003925,INS000001,Payment Issue,Medium,Resolved,2025-08-21,2025-08-28
TKT000955,CUS007601,INS000005,Account Issue,Medium,Closed,2026-02-15,2026-02-22
TKT000956,CUS009799,INS000004,Payment Issue,High,Open,2026-04-30,
TKT000957,CUS004772,INS000004,Technical Issue,High,Closed,2025-12-16,2025-12-23
TKT000958,CUS002091,INS000005,Payment Issue,Medium,Resolved,2025-07-23,2025-07-30
TKT000959,CUS004607,INS000005,Card Issue,Medium,In Progress,2025-11-23,
TKT000960,CUS004668,INS000004,Card Issue,Medium,Closed,2024-08-08,2024-08-10
TKT000961,CUS002706,INS000004,Payment Issue,High,Resolved,2025-06-21,2025-06-22
TKT000962,CUS003275,INS000005,Technical Issue,High,Open,2025-09-19,
TKT000963,CUS001403,INS000005,Payment Issue,Medium,Closed,2025-06-01,2025-06-04
TKT000964,CUS006362,INS000002,Payment Issue,Medium,Closed,2025-05-13,2025-05-20
TKT000965,CUS003747,INS000001,Technical Issue,Low,Open,2025-05-03,
TKT000966,CUS006458,INS000005,Card Issue,Medium,Closed,2025-05-31,2025-06-02
TKT000967,CUS000403,INS000001,Loan Query,Medium,Resolved,2024-09-27,2024-09-29
TKT000968,CUS002514,INS000001,Payment Issue,Low,Closed,2025-02-17,2025-02-18
TKT000969,CUS007464,INS000005,Account Issue,High,Open,2026-05-17,
TKT000970,CUS008149,INS000001,Payment Issue,Medium,Closed,2026-07-20,2026-07-27
TKT000971,CUS002997,INS000005,Fraud Report,Low,Open,2026-08-05,
TKT000972,CUS002923,INS000005,Fraud Report,High,Resolved,2026-02-12,2026-02-19
TKT000973,CUS002345,INS000002,Transaction Issue,Medium,Open,2025-03-02,
TKT000974,CUS000374,INS000003,Technical Issue,Medium,Closed,2024-10-08,2024-10-12
TKT000975,CUS002934,INS000005,Payment Issue,Medium,Resolved,2024-12-23,2024-12-26
TKT000976,CUS009860,INS000001,Card Issue,Medium,Open,2025-05-24,
TKT000977,CUS008482,INS000001,Loan Query,Medium,Resolved,2024-11-18,2024-11-25
TKT000978,CUS001447,INS000005,Payment Issue,Medium,Open,2025-10-16,
TKT000979,CUS000071,INS000001,Payment Issue,Low,Resolved,2025-11-04,2025-11-06
TKT000980,CUS004252,INS000003,Payment Issue,Medium,Resolved,2026-06-18,2026-06-24
TKT000981,CUS000442,INS000005,Transaction Issue,Medium,Closed,2025-01-30,2025-02-06
TKT000982,CUS008993,INS000002,Payment Issue,Low,Open,2026-02-06,
TKT000983,CUS008245,INS000001,Transaction Issue,High,Closed,2026-04-05,2026-04-09
TKT000984,CUS005204,INS000005,Transaction Issue,Low,Closed,2025-03-04,2025-03-10
TKT000985,CUS003181,INS000001,Payment Issue,Low,Open,2026-04-13,
TKT000986,CUS007985,INS000004,Transaction Issue,Medium,Resolved,2025-03-12,2025-03-15
TKT000987,CUS006593,INS000005,Account Issue,Low,Open,2026-07-23,
TKT000988,CUS008984,INS000002,Card Issue,Medium,Closed,2025-05-06,2025-05-11
TKT000989,CUS009849,INS000004,Payment Issue,Medium,Open,2025-09-07,
TKT000990,CUS008533,INS000005,Fraud Report,Low,Resolved,2025-05-19,2025-05-23
TKT000991,CUS005409,INS000005,Payment Issue,Critical,Resolved,2025-07-20,2025-07-22
TKT000992,CUS000341,INS000001,Transaction Issue,Low,Resolved,2026-07-09,2026-07-11
TKT000993,CUS005779,INS000004,Loan Query,High,Closed,2026-04-26,2026-05-03
TKT000994,CUS009324,INS000003,Card Issue,Medium,In Progress,2026-07-24,
TKT000995,CUS007190,INS000001,Fraud Report,High,Resolved,2025-04-26,2025-04-28
TKT000996,CUS002481,INS000004,Transaction Issue,Low,Closed,2025-03-02,2025-03-05
TKT000997,CUS006333,INS000002,Account Issue,High,Resolved,2024-11-23,2024-11-26
TKT000998,CUS007091,INS000002,Loan Query,Low,Open,2025-06-19,
TKT000999,CUS001905,INS000004,Technical Issue,Critical,Resolved,2025-04-07,2025-04-13
TKT001000,CUS001232,INS000002,Account Issue,High,In Progress,2024-09-13,
TKT001001,CUS005702,INS000004,Payment Issue,High,In Progress,2024-10-21,
TKT001002,CUS009424,INS000001,Payment Issue,Low,Resolved,2026-07-10,2026-07-14
TKT001003,CUS002349,INS000002,Loan Query,Medium,Resolved,2025-12-04,2025-12-07
TKT001004,CUS000199,INS000005,Payment Issue,Medium,Resolved,2024-08-23,2024-08-27
TKT001005,CUS008965,INS000001,Technical Issue,Low,Closed,2025-05-29,2025-06-05
TKT001006,CUS004445,INS000002,Technical Issue,Critical,In Progress,2026-08-08,
TKT001007,CUS002566,INS000003,Card Issue,Medium,Closed,2026-02-20,2026-02-24
TKT001008,CUS007465,INS000003,Payment Issue,Low,Closed,2026-04-11,2026-04-18
TKT001009,CUS002046,INS000004,Payment Issue,High,Resolved,2024-08-24,2024-08-30
TKT001010,CUS007111,INS000001,Card Issue,Low,Resolved,2025-04-26,2025-04-30
TKT001011,CUS009950,INS000001,Transaction Issue,Low,Closed,2026-05-04,2026-05-09
TKT001012,CUS007507,INS000001,Card Issue,Medium,Open,2026-07-06,
TKT001013,CUS007880,INS000002,Transaction Issue,Medium,Open,2026-02-26,
TKT001014,CUS003180,INS000001,Payment Issue,Low,Resolved,2026-04-04,2026-04-10
TKT001015,CUS008303,INS000003,Payment Issue,High,In Progress,2026-02-10,
TKT001016,CUS009126,INS000002,Payment Issue,High,Closed,2025-10-21,2025-10-28
TKT001017,CUS006871,INS000003,Technical Issue,Low,Resolved,2024-09-16,2024-09-23
TKT001018,CUS008517,INS000004,Transaction Issue,High,Closed,2025-03-27,2025-03-31
TKT001019,CUS007340,INS000005,Fraud Report,Medium,Resolved,2026-07-08,2026-07-12
TKT001020,CUS004527,INS000003,Transaction Issue,Medium,Closed,2025-08-05,2025-08-11
TKT001021,CUS007175,INS000005,Account Issue,Medium,Resolved,2026-05-13,2026-05-18
TKT001022,CUS006732,INS000001,Technical Issue,High,In Progress,2026-01-10,
TKT001023,CUS007649,INS000004,Card Issue,Low,Resolved,2026-06-18,2026-06-19
TKT001024,CUS009815,INS000005,Loan Query,High,Resolved,2025-04-02,2025-04-09
TKT001025,CUS002660,INS000003,Loan Query,Medium,In Progress,2025-11-22,
TKT001026,CUS008791,INS000003,Account Issue,Low,Closed,2025-05-26,2025-05-29
TKT001027,CUS003465,INS000002,Transaction Issue,Low,Closed,2026-06-13,2026-06-20
TKT001028,CUS006800,INS000004,Fraud Report,Low,Resolved,2025-03-07,2025-03-08
TKT001029,CUS008019,INS000001,Card Issue,Medium,Resolved,2024-08-20,2024-08-24
TKT001030,CUS002438,INS000005,Card Issue,Medium,In Progress,2024-08-14,
TKT001031,CUS004424,INS000004,Loan Query,Low,Closed,2026-07-21,2026-07-28
TKT001032,CUS004855,INS000004,Transaction Issue,High,In Progress,2026-06-23,
TKT001033,CUS009803,INS000004,Fraud Report,Medium,Resolved,2025-08-19,2025-08-20
TKT001034,CUS006320,INS000002,Payment Issue,High,Resolved,2025-02-19,2025-02-25
TKT001035,CUS000194,INS000002,Loan Query,Low,Closed,2024-12-23,2024-12-25
TKT001036,CUS005084,INS000004,Fraud Report,Medium,Closed,2026-01-07,2026-01-08
TKT001037,CUS004506,INS000002,Payment Issue,High,Resolved,2024-11-18,2024-11-19
TKT001038,CUS004993,INS000005,Technical Issue,Medium,Closed,2025-10-23,2025-10-26
TKT001039,CUS000865,INS000003,Transaction Issue,Low,Resolved,2025-01-31,2025-02-04
TKT001040,CUS009464,INS000001,Technical Issue,Medium,Resolved,2025-09-20,2025-09-22
TKT001041,CUS007459,INS000005,Loan Query,Low,Closed,2026-02-18,2026-02-23
TKT001042,CUS009517,INS000003,Fraud Report,Low,In Progress,2026-03-07,
TKT001043,CUS007381,INS000001,Transaction Issue,Medium,Resolved,2025-04-07,2025-04-13
TKT001044,CUS006173,INS000002,Account Issue,High,Resolved,2026-06-05,2026-06-11
TKT001045,CUS001846,INS000005,Transaction Issue,Low,Resolved,2025-10-04,2025-10-06
TKT001046,CUS001347,INS000002,Account Issue,Medium,Resolved,2024-10-13,2024-10-17
TKT001047,CUS000217,INS000004,Fraud Report,Medium,Closed,2025-12-12,2025-12-14
TKT001048,CUS008675,INS000004,Transaction Issue,Medium,Resolved,2026-04-06,2026-04-09
TKT001049,CUS004810,INS000003,Account Issue,Low,Resolved,2025-07-20,2025-07-21
TKT001050,CUS005081,INS000004,Account Issue,Medium,Closed,2025-02-06,2025-02-12
TKT001051,CUS005849,INS000003,Card Issue,Low,In Progress,2024-10-23,
TKT001052,CUS002659,INS000005,Transaction Issue,High,In Progress,2025-11-25,
TKT001053,CUS006281,INS000002,Payment Issue,Medium,Resolved,2026-02-12,2026-02-17
TKT001054,CUS001804,INS000004,Fraud Report,Low,Resolved,2024-09-13,2024-09-19
TKT001055,CUS009361,INS000005,Fraud Report,Medium,Resolved,2025-05-11,2025-05-12
TKT001056,CUS001444,INS000003,Transaction Issue,Medium,Closed,2025-10-09,2025-10-13
TKT001057,CUS004338,INS000002,Account Issue,High,Resolved,2025-02-24,2025-02-27
TKT001058,CUS007486,INS000001,Payment Issue,Medium,Resolved,2025-08-03,2025-08-09
TKT001059,CUS004333,INS000003,Account Issue,Low,Closed,2025-05-30,2025-05-31
TKT001060,CUS008718,INS000005,Payment Issue,Medium,Resolved,2026-02-15,2026-02-16
TKT001061,CUS005579,INS000004,Card Issue,High,Resolved,2026-02-08,2026-02-12
TKT001062,CUS009659,INS000003,Card Issue,Medium,In Progress,2026-02-13,
TKT001063,CUS000150,INS000004,Technical Issue,Medium,Closed,2025-01-20,2025-01-24
TKT001064,CUS001212,INS000003,Card Issue,Medium,Closed,2026-04-19,2026-04-22
TKT001065,CUS009267,INS000003,Payment Issue,Medium,Resolved,2025-04-24,2025-05-01
TKT001066,CUS004615,INS000003,Account Issue,Medium,Closed,2025-05-13,2025-05-19
TKT001067,CUS008187,INS000005,Payment Issue,Medium,Closed,2026-06-24,2026-06-26
TKT001068,CUS004937,INS000004,Loan Query,Medium,Resolved,2025-11-09,2025-11-11
TKT001069,CUS001167,INS000005,Payment Issue,Low,Closed,2026-03-06,2026-03-07
TKT001070,CUS009070,INS000001,Card Issue,Low,Resolved,2026-01-27,2026-02-01
TKT001071,CUS009904,INS000005,Account Issue,Low,Open,2024-12-13,
TKT001072,CUS001438,INS000001,Card Issue,Low,In Progress,2026-07-25,
TKT001073,CUS004893,INS000004,Technical Issue,Low,Closed,2025-06-16,2025-06-20
TKT001074,CUS004129,INS000001,Loan Query,High,In Progress,2024-09-04,
TKT001075,CUS008173,INS000002,Transaction Issue,Medium,Closed,2024-11-21,2024-11-23
TKT001076,CUS000551,INS000003,Payment Issue,Low,Resolved,2024-09-05,2024-09-10
TKT001077,CUS009054,INS000004,Card Issue,Critical,Closed,2024-09-21,2024-09-25
TKT001078,CUS009784,INS000002,Transaction Issue,Low,Resolved,2026-02-10,2026-02-11
TKT001079,CUS005877,INS000005,Payment Issue,Critical,Resolved,2024-08-22,2024-08-27
TKT001080,CUS002751,INS000004,Payment Issue,Medium,In Progress,2025-08-03,
TKT001081,CUS003625,INS000004,Loan Query,Medium,Closed,2026-08-03,2026-08-09
TKT001082,CUS000363,INS000004,Technical Issue,Medium,Resolved,2026-04-25,2026-05-01
TKT001083,CUS004026,INS000004,Technical Issue,Low,Resolved,2025-04-10,2025-04-11
TKT001084,CUS007096,INS000003,Card Issue,Low,Open,2025-12-11,
TKT001085,CUS005237,INS000001,Transaction Issue,Low,Closed,2024-08-22,2024-08-28
TKT001086,CUS005035,INS000004,Account Issue,Medium,Resolved,2025-05-17,2025-05-19
TKT001087,CUS003758,INS000004,Card Issue,Low,In Progress,2024-12-19,
TKT001088,CUS007790,INS000004,Loan Query,Medium,In Progress,2025-05-06,
TKT001089,CUS000867,INS000004,Technical Issue,High,Resolved,2026-07-22,2026-07-28
TKT001090,CUS007426,INS000001,Account Issue,Medium,Open,2025-03-28,
TKT001091,CUS007806,INS000005,Technical Issue,High,Resolved,2025-05-23,2025-05-30
TKT001092,CUS000158,INS000005,Transaction Issue,Critical,Closed,2025-09-07,2025-09-14
TKT001093,CUS000259,INS000002,Card Issue,Critical,Resolved,2026-04-01,2026-04-07
TKT001094,CUS000649,INS000001,Payment Issue,Low,Open,2024-09-19,
TKT001095,CUS004838,INS000004,Card Issue,Low,Closed,2026-05-26,2026-05-30
TKT001096,CUS000003,INS000003,Technical Issue,Medium,Closed,2025-03-23,2025-03-25
TKT001097,CUS008228,INS000005,Technical Issue,Medium,Closed,2025-01-29,2025-02-04
TKT001098,CUS007373,INS000001,Transaction Issue,Medium,Open,2026-08-02,
TKT001099,CUS004554,INS000005,Technical Issue,Low,Closed,2025-10-22,2025-10-25
TKT001100,CUS006299,INS000005,Transaction Issue,Medium,In Progress,2025-07-04,
TKT001101,CUS009530,INS000003,Account Issue,High,Resolved,2024-10-12,2024-10-18
TKT001102,CUS006091,INS000001,Account Issue,Low,Resolved,2024-10-05,2024-10-11
TKT001103,CUS006973,INS000005,Card Issue,Low,Closed,2025-04-29,2025-05-01
TKT001104,CUS004591,INS000001,Card Issue,Medium,Resolved,2025-09-18,2025-09-19
TKT001105,CUS000164,INS000001,Loan Query,Medium,Resolved,2025-02-11,2025-02-14
TKT001106,CUS001805,INS000005,Loan Query,Low,Closed,2025-01-11,2025-01-12
TKT001107,CUS005764,INS000002,Transaction Issue,Low,Resolved,2025-08-21,2025-08-27
TKT001108,CUS000424,INS000002,Loan Query,High,Closed,2025-11-15,2025-11-18
TKT001109,CUS001923,INS000003,Fraud Report,High,Resolved,2025-04-10,2025-04-13
TKT001110,CUS003716,INS000003,Account Issue,Low,Closed,2026-04-02,2026-04-06
TKT001111,CUS000286,INS000005,Payment Issue,Low,Resolved,2025-08-16,2025-08-20
TKT001112,CUS000788,INS000004,Payment Issue,Low,Resolved,2026-04-03,2026-04-06
TKT001113,CUS007674,INS000002,Loan Query,Medium,Open,2026-07-03,
TKT001114,CUS000482,INS000004,Fraud Report,Low,Resolved,2024-10-25,2024-10-28
TKT001115,CUS000625,INS000002,Loan Query,High,Closed,2026-05-13,2026-05-16
TKT001116,CUS003598,INS000001,Card Issue,Low,Open,2025-11-15,
TKT001117,CUS007621,INS000001,Payment Issue,Medium,Resolved,2025-08-27,2025-09-03
TKT001118,CUS004205,INS000003,Payment Issue,Critical,Closed,2024-09-01,2024-09-04
TKT001119,CUS000402,INS000005,Transaction Issue,Medium,In Progress,2024-09-19,
TKT001120,CUS002435,INS000004,Transaction Issue,Low,Closed,2026-07-11,2026-07-17
TKT001121,CUS002880,INS000003,Fraud Report,Medium,Closed,2025-02-07,2025-02-11
TKT001122,CUS008823,INS000004,Payment Issue,Low,Resolved,2026-06-27,2026-07-03
TKT001123,CUS000582,INS000005,Payment Issue,Medium,Resolved,2026-01-30,2026-02-01
TKT001124,CUS000480,INS000005,Account Issue,Critical,Resolved,2024-08-30,2024-09-03
TKT001125,CUS001849,INS000004,Card Issue,Medium,Resolved,2024-12-04,2024-12-08
TKT001126,CUS000214,INS000002,Card Issue,High,In Progress,2026-01-11,
TKT001127,CUS002985,INS000004,Card Issue,Medium,Closed,2025-12-27,2026-01-01
TKT001128,CUS000542,INS000002,Card Issue,High,Resolved,2026-06-25,2026-06-28
TKT001129,CUS005478,INS000003,Card Issue,High,Resolved,2025-03-09,2025-03-11
TKT001130,CUS009702,INS000005,Account Issue,Medium,Resolved,2025-03-13,2025-03-18
TKT001131,CUS001738,INS000005,Fraud Report,High,Resolved,2025-09-25,2025-10-02
TKT001132,CUS002078,INS000001,Payment Issue,Medium,In Progress,2025-06-30,
TKT001133,CUS005725,INS000005,Transaction Issue,Medium,Resolved,2026-04-09,2026-04-16
TKT001134,CUS003147,INS000004,Transaction Issue,Medium,Closed,2025-10-12,2025-10-13
TKT001135,CUS005926,INS000004,Payment Issue,Low,Resolved,2025-02-01,2025-02-03
TKT001136,CUS008260,INS000005,Fraud Report,Low,Closed,2026-07-26,2026-07-31
TKT001137,CUS009328,INS000004,Payment Issue,Low,Closed,2025-08-13,2025-08-16
TKT001138,CUS001587,INS000001,Transaction Issue,Medium,Resolved,2024-10-24,2024-10-28
TKT001139,CUS007271,INS000004,Payment Issue,Medium,Closed,2024-09-24,2024-09-25
TKT001140,CUS004351,INS000003,Fraud Report,Low,Resolved,2026-08-07,2026-08-12
TKT001141,CUS009930,INS000001,Fraud Report,Low,In Progress,2024-09-07,
TKT001142,CUS004407,INS000002,Account Issue,Critical,Resolved,2024-10-02,2024-10-03
TKT001143,CUS000664,INS000003,Payment Issue,Medium,Resolved,2025-08-26,2025-08-30
TKT001144,CUS007324,INS000002,Transaction Issue,High,Resolved,2025-01-16,2025-01-20
TKT001145,CUS006345,INS000002,Transaction Issue,Low,Closed,2025-09-18,2025-09-20
TKT001146,CUS004362,INS000005,Transaction Issue,Medium,Closed,2026-04-11,2026-04-14
TKT001147,CUS008816,INS000002,Transaction Issue,High,Resolved,2024-09-04,2024-09-11
TKT001148,CUS008073,INS000002,Fraud Report,Medium,Closed,2026-03-30,2026-04-02
TKT001149,CUS006638,INS000003,Technical Issue,Medium,Resolved,2025-09-13,2025-09-20
TKT001150,CUS007514,INS000002,Loan Query,Medium,Closed,2025-05-01,2025-05-02
TKT001151,CUS005019,INS000004,Transaction Issue,Low,In Progress,2024-11-14,
TKT001152,CUS003651,INS000002,Technical Issue,High,Closed,2024-10-08,2024-10-12
TKT001153,CUS006492,INS000002,Account Issue,Medium,Resolved,2025-12-12,2025-12-19
TKT001154,CUS008566,INS000004,Card Issue,Medium,Closed,2025-09-21,2025-09-24
TKT001155,CUS001524,INS000001,Fraud Report,High,Resolved,2024-11-27,2024-11-30
TKT001156,CUS007571,INS000002,Transaction Issue,High,Resolved,2024-08-21,2024-08-22
TKT001157,CUS004256,INS000002,Fraud Report,Critical,Resolved,2025-01-07,2025-01-08
